%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%		
%	Nome: Jhordan Abdalla Arrojo Martinez
%	Nome: Stevan Mosquetti Ribeiro
%							
%											24 Horas de Le Mans
%											(24 Heures du Mans)
%
%
%	Base de dados com registros de veículos da competição. Em Le Mans todos os veículos correm ao mesmo tempo mas só competem por colocações dentro de suas respectivas classes, estas são:
%
%	°LMP1: Le Mans Prototype 1; 
%	°LMP2: Le Mans Prototype 2; 
%	°LM_GTE_Pro: Le Mans Grand Touring Endurance Professional; 
%	°LM_GTE_Am: Le Mans Grand Touring Endurance Amateur.
%
%
% ATRIBUTO: velocidade (contínuo, REAL). Define a velocidade máxima (mph) do veículo (maior = melhor).
% ATRIBUTO: peso (contínuo, REAL). Define o peso do veículo (influência na dirigibilidade e aceleração, maior = pior).
% ATRIBUTO: potencia (contínuo, REAL). Define a força do motor em cavalos de potência (influencia na velocidade e aceleração, maior = melhor).
% ATRIBUTO:	idade (contínuo, REAL). Define por quantos anos o modelo do veículo está em produção (competidores da categoria LM_GTE_Am não podem correr com veículos de modelo mais novo que 1 ano). 
% ATRIBUTO: categoria (classe) LMP1, LMP2, LM_GTE_Pro, LM_GTE_Am. Define a categoria em que o veículo estará competindo.
%
% EXEMPLO: Aston Martin Vantage GT2
%			velocidade: 200
%			peso: 1245 
%			potencia: 500
%			idade: 0
%			categoria: LM_GTE_Pro
%
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

@RELATION lemans

@ATTRIBUTE velocidade			REAL					
@ATTRIBUTE peso					REAL				
@ATTRIBUTE potencia				REAL	
@ATTRIBUTE idade				REAL	
@ATTRIBUTE categoria			{LMP1,LMP2,LM_GTE_Pro,LM_GTE_Am}					

@DATA
195,1270,538,1,LM_GTE_Pro
210,920,544,0,LMP2
198,1267,508,0,LM_GTE_Pro
193,1202,540,1,LM_GTE_Pro
214,987,544,0,LMP2
190,1200,558,0,LM_GTE_Pro
218,944,1109,0,LMP1
206,949,559,0,LMP2
207,949,538,0,LMP2
202,907,517,0,LMP2
213,971,559,0,LMP2
215,918,1023,0,LMP1
214,915,542,0,LMP2
195,1240,546,1,LM_GTE_Pro
217,853,1020,0,LMP1
217,928,1015,0,LMP1
213,907,488,0,LMP2
192,1238,454,1,LM_GTE_Pro
194,1266,472,1,LM_GTE_Pro
207,960,485,0,LMP2
214,950,484,0,LMP2
220,901,1129,0,LMP1
201,918,545,0,LMP2
197,1220,510,1,LM_GTE_Pro
213,966,522,0,LMP2
201,967,560,0,LMP2
206,979,551,0,LMP2
205,988,519,0,LMP2
216,948,1249,0,LMP1
191,1275,490,0,LM_GTE_Pro
214,904,561,0,LMP2
196,1235,557,0,LM_GTE_Pro
200,987,488,0,LMP2
220,918,1102,0,LMP1
219,868,1060,0,LMP1
203,916,566,0,LMP2
211,910,492,0,LMP2
220,894,998,0,LMP1
208,955,487,0,LMP2
195,1236,472,1,LM_GTE_Pro
219,911,1075,0,LMP1
208,971,504,0,LMP2
194,1254,552,1,LM_GTE_Pro
219,902,1075,0,LMP1
196,1227,463,1,LM_GTE_Pro
220,874,1205,0,LMP1
201,943,492,0,LMP2
204,977,514,0,LMP2
207,911,545,0,LMP2
203,954,552,0,LMP2
205,961,525,0,LMP2
208,919,505,0,LMP2
204,917,528,0,LMP2
202,900,506,0,LMP2
210,957,563,0,LMP2
193,1257,535,1,LM_GTE_Pro
195,1261,562,0,LM_GTE_Pro
197,1210,454,0,LM_GTE_Pro
192,1255,451,1,LM_GTE_Pro
193,1240,467,1,LM_GTE_Pro
201,979,522,0,LMP2
197,1260,550,1,LM_GTE_Pro
212,949,545,0,LMP2
205,999,539,0,LMP2
194,1273,473,1,LM_GTE_Pro
202,906,543,0,LMP2
208,939,570,0,LMP2
201,993,480,0,LMP2
197,1232,476,1,LM_GTE_Pro
202,983,487,0,LMP2
205,909,499,0,LMP2
202,989,495,0,LMP2
220,864,1060,0,LMP1
214,972,496,0,LMP2
206,904,524,0,LMP2
197,1237,477,1,LM_GTE_Pro
207,912,498,0,LMP2
202,947,497,0,LMP2
196,1260,514,1,LM_GTE_Pro
213,926,557,0,LMP2
200,986,567,0,LMP2
213,938,566,0,LMP2
220,880,1015,0,LMP1
193,1206,474,1,LM_GTE_Pro
198,1254,515,0,LM_GTE_Pro
219,928,1207,0,LMP1
218,929,1146,0,LMP1
198,1240,458,0,LM_GTE_Pro
202,915,488,0,LMP2
200,986,506,0,LMP2
219,850,1061,0,LMP1
193,1213,518,1,LM_GTE_Pro
192,1229,480,0,LM_GTE_Pro
191,1224,464,1,LM_GTE_Pro
195,1212,558,0,LM_GTE_Pro
213,948,526,0,LMP2
211,936,512,0,LMP2
207,941,568,0,LMP2
213,957,563,0,LMP2
215,878,1008,0,LMP1
216,896,1186,0,LMP1
192,1272,460,0,LM_GTE_Pro
210,995,536,0,LMP2
193,1203,469,1,LM_GTE_Pro
214,949,543,0,LMP2
201,951,482,0,LMP2
210,943,529,0,LMP2
213,941,504,0,LMP2
196,1219,451,1,LM_GTE_Am
197,1249,518,1,LM_GTE_Pro
198,1264,514,1,LM_GTE_Pro
209,976,501,0,LMP2
191,1212,512,1,LM_GTE_Pro
206,954,503,0,LMP2
192,1214,495,1,LM_GTE_Pro
203,980,543,0,LMP2
215,853,1029,0,LMP1
208,997,552,0,LMP2
207,973,487,0,LMP2
216,945,1151,0,LMP1
220,886,1203,0,LMP1
220,879,1022,0,LMP1
191,1205,557,1,LM_GTE_Pro
215,895,1162,0,LMP1
219,887,1093,0,LMP1
213,955,503,0,LMP2
213,927,544,0,LMP2
211,946,480,0,LMP2
197,1239,502,1,LM_GTE_Pro
193,1228,495,0,LM_GTE_Pro
192,1262,531,1,LM_GTE_Pro
214,986,565,0,LMP2
194,1215,508,0,LM_GTE_Pro
217,895,1220,0,LMP1
219,895,1068,0,LMP1
191,1220,558,1,LM_GTE_Pro
214,913,548,0,LMP2
191,1229,512,0,LM_GTE_Pro
197,1245,525,1,LM_GTE_Pro
201,937,538,0,LMP2
213,950,554,0,LMP2
220,874,1073,0,LMP1
219,896,1210,0,LMP1
192,1240,482,0,LM_GTE_Pro
199,1273,542,0,LM_GTE_Pro
201,938,526,0,LMP2
214,979,536,0,LMP2
195,1245,496,1,LM_GTE_Pro
194,1233,546,0,LM_GTE_Pro
196,1214,532,1,LM_GTE_Pro
200,923,488,0,LMP2
207,923,561,0,LMP2
219,904,1106,0,LMP1
214,943,508,0,LMP2
207,944,511,0,LMP2
219,947,1024,0,LMP1
197,1272,487,0,LM_GTE_Pro
203,944,487,0,LMP2
217,914,1155,0,LMP1
190,1268,454,1,LM_GTE_Pro
200,937,524,0,LMP2
215,906,1183,0,LMP1
214,909,538,0,LMP2
205,917,566,0,LMP2
194,1217,517,1,LM_GTE_Pro
220,852,1228,0,LMP1
190,1204,537,1,LM_GTE_Pro
203,917,566,0,LMP2
215,921,1071,0,LMP1
211,963,542,0,LMP2
210,947,487,0,LMP2
216,870,1023,0,LMP1
217,925,985,0,LMP1
202,959,496,0,LMP2
198,1234,562,1,LM_GTE_Pro
202,934,549,0,LMP2
196,1214,517,0,LM_GTE_Pro
212,935,517,0,LMP2
194,1263,468,1,LM_GTE_Pro
218,874,1216,0,LMP1
209,949,546,0,LMP2
205,992,569,0,LMP2
203,945,559,0,LMP2
217,942,1102,0,LMP1
213,950,494,0,LMP2
196,1246,500,0,LM_GTE_Pro
215,854,1219,0,LMP1
208,924,486,0,LMP2
193,1253,543,1,LM_GTE_Pro
209,960,570,0,LMP2
206,958,553,0,LMP2
204,946,562,0,LMP2
212,913,538,0,LMP2
193,1200,472,1,LM_GTE_Pro
190,1219,498,0,LM_GTE_Pro
201,971,492,0,LMP2
190,1279,525,0,LM_GTE_Pro
207,939,500,0,LMP2
203,981,503,0,LMP2
209,955,540,0,LMP2
209,948,490,0,LMP2
197,1212,532,1,LM_GTE_Pro
208,968,483,0,LMP2
196,1223,456,0,LM_GTE_Pro
208,992,515,0,LMP2
212,985,526,0,LMP2
204,937,555,0,LMP2
199,1235,485,1,LM_GTE_Pro
217,948,1033,0,LMP1
204,921,538,0,LMP2
220,867,1020,0,LMP1
211,924,567,0,LMP2
217,867,1228,0,LMP1
211,1000,565,0,LMP2
194,1271,504,0,LM_GTE_Pro
213,962,525,0,LMP2
208,909,569,0,LMP2
218,887,1103,0,LMP1
196,1252,478,1,LM_GTE_Pro
209,998,564,0,LMP2
216,929,1058,0,LMP1
196,1272,504,1,LM_GTE_Pro
201,917,511,0,LMP2
202,976,521,0,LMP2
194,1256,558,1,LM_GTE_Pro
192,1279,508,1,LM_GTE_Pro
193,1217,554,0,LM_GTE_Pro
195,1217,511,0,LM_GTE_Pro
204,961,481,0,LMP2
195,1257,476,1,LM_GTE_Pro
200,986,515,0,LMP2
208,943,511,0,LMP2
214,928,513,0,LMP2
200,902,510,0,LMP2
219,916,995,0,LMP1
220,907,1110,0,LMP1
205,907,545,0,LMP2
197,1246,467,1,LM_GTE_Pro
206,914,490,0,LMP2
213,996,501,0,LMP2
194,1201,482,0,LM_GTE_Pro
199,1202,487,1,LM_GTE_Pro
194,1230,510,0,LM_GTE_Pro
199,1233,491,0,LM_GTE_Pro
215,928,1224,0,LMP1
220,896,1101,0,LMP1
209,959,493,0,LMP2
203,960,494,0,LMP2
216,888,1015,0,LMP1
218,876,1000,0,LMP1
203,954,560,0,LMP2
199,1280,516,1,LM_GTE_Pro
212,981,540,0,LMP2
193,1236,478,0,LM_GTE_Pro
209,951,486,0,LMP2
195,1230,507,0,LM_GTE_Pro
200,938,563,0,LMP2
199,1279,507,0,LM_GTE_Pro
200,901,518,0,LMP2
194,1271,525,0,LM_GTE_Pro
195,1242,474,0,LM_GTE_Pro
208,977,536,0,LMP2
204,944,502,0,LMP2
203,968,497,0,LMP2
194,1275,486,1,LM_GTE_Pro
204,969,482,0,LMP2
200,907,504,0,LMP2
206,925,526,0,LMP2
208,941,537,0,LMP2
204,948,524,0,LMP2
192,1235,539,1,LM_GTE_Pro
191,1264,506,0,LM_GTE_Pro
197,1254,458,0,LM_GTE_Pro
214,988,506,0,LMP2
215,939,1239,0,LMP1
220,851,1194,0,LMP1
211,997,484,0,LMP2
194,1222,497,0,LM_GTE_Pro
200,958,509,0,LMP2
212,974,552,0,LMP2
213,947,543,0,LMP2
195,1262,456,0,LM_GTE_Pro
199,1240,486,0,LM_GTE_Pro
195,1210,541,1,LM_GTE_Pro
211,977,514,0,LMP2
205,923,495,0,LMP2
214,923,545,0,LMP2
207,944,519,0,LMP2
201,977,557,0,LMP2
207,979,495,0,LMP2
204,945,532,0,LMP2
217,883,1137,0,LMP1
204,934,559,0,LMP2
207,912,528,0,LMP2
217,943,1061,0,LMP1
209,919,495,0,LMP2
194,1238,524,0,LM_GTE_Pro
192,1202,475,1,LM_GTE_Pro
211,959,545,0,LMP2
208,908,549,0,LMP2
193,1256,480,1,LM_GTE_Pro
202,979,508,0,LMP2
212,949,553,0,LMP2
203,942,509,0,LMP2
220,949,992,0,LMP1
219,900,1101,0,LMP1
201,941,509,0,LMP2
193,1209,493,0,LM_GTE_Pro
194,1213,475,0,LM_GTE_Pro
197,1211,559,1,LM_GTE_Pro
205,912,529,0,LMP2
193,1202,508,0,LM_GTE_Pro
209,924,509,0,LMP2
194,1276,561,1,LM_GTE_Pro
217,909,1059,0,LMP1
192,1251,481,1,LM_GTE_Pro
195,1248,544,1,LM_GTE_Pro
209,926,552,0,LMP2
211,975,508,0,LMP2
197,1236,461,0,LM_GTE_Pro
201,986,482,0,LMP2
208,948,515,0,LMP2
191,1242,528,0,LM_GTE_Pro
195,1272,524,1,LM_GTE_Pro
192,1228,541,1,LM_GTE_Pro
218,868,1083,0,LMP1
199,1241,537,0,LM_GTE_Pro
198,1239,479,0,LM_GTE_Pro
218,911,1046,0,LMP1
206,910,553,0,LMP2
200,938,502,0,LMP2
210,904,559,0,LMP2
210,995,545,0,LMP2
216,943,1162,0,LMP1
215,860,1047,0,LMP1
204,972,509,0,LMP2
195,1208,553,0,LM_GTE_Pro
194,1223,544,0,LM_GTE_Pro
212,902,513,0,LMP2
213,933,496,0,LMP2
218,937,1160,0,LMP1
194,1274,467,1,LM_GTE_Pro
218,931,1059,0,LMP1
191,1201,534,0,LM_GTE_Pro
191,1256,466,0,LM_GTE_Pro
202,982,534,0,LMP2
200,929,543,0,LMP2
210,975,569,0,LMP2
211,944,481,0,LMP2
206,960,532,0,LMP2
198,1233,498,1,LM_GTE_Pro
218,878,1219,0,LMP1
203,921,500,0,LMP2
206,996,486,0,LMP2
201,940,569,0,LMP2
196,1210,527,1,LM_GTE_Pro
204,901,564,0,LMP2
202,917,536,0,LMP2
201,932,548,0,LMP2
204,944,542,0,LMP2
195,1257,511,0,LM_GTE_Pro
213,999,552,0,LMP2
210,924,525,0,LMP2
204,962,508,0,LMP2
216,935,980,0,LMP1
199,1267,472,1,LM_GTE_Pro
190,1247,486,0,LM_GTE_Pro
193,1231,477,1,LM_GTE_Pro
206,941,495,0,LMP2
199,1222,469,0,LM_GTE_Pro
220,943,1185,0,LMP1
200,933,542,0,LMP2
212,969,491,0,LMP2
193,1221,493,0,LM_GTE_Pro
211,959,512,0,LMP2
203,928,525,0,LMP2
207,941,508,0,LMP2
216,850,1037,0,LMP1
211,990,555,0,LMP2
199,1229,546,1,LM_GTE_Pro
195,1241,464,1,LM_GTE_Pro
206,987,546,0,LMP2
193,1203,528,0,LM_GTE_Pro
203,949,551,0,LMP2
219,907,1094,0,LMP1
220,940,1095,0,LMP1
210,952,518,0,LMP2
198,1218,561,1,LM_GTE_Pro
213,943,522,0,LMP2
191,1238,554,1,LM_GTE_Pro
204,919,508,0,LMP2
215,891,1195,0,LMP1
214,959,553,0,LMP2
214,957,565,0,LMP2
218,853,1109,0,LMP1
216,921,1149,0,LMP1
210,975,535,0,LMP2
218,855,1049,0,LMP1
213,912,570,0,LMP2
214,973,541,0,LMP2
201,922,541,0,LMP2
202,929,519,0,LMP2
201,929,569,0,LMP2
202,958,507,0,LMP2
192,1206,454,1,LM_GTE_Pro
197,1205,499,1,LM_GTE_Pro
220,947,1243,0,LMP1
192,1270,515,0,LM_GTE_Pro
208,971,544,0,LMP2
220,882,1078,0,LMP1
208,902,568,0,LMP2
205,964,498,0,LMP2
201,947,558,0,LMP2
196,1254,495,0,LM_GTE_Pro
201,971,482,0,LMP2
202,954,525,0,LMP2
200,960,545,0,LMP2
196,1278,549,0,LM_GTE_Pro
213,925,554,0,LMP2
216,859,1173,0,LMP1
203,955,495,0,LMP2
190,1213,450,0,LM_GTE_Pro
213,973,491,0,LMP2
195,1223,462,1,LM_GTE_Pro
197,1268,465,0,LM_GTE_Pro
200,954,507,0,LMP2
207,984,540,0,LMP2
201,962,569,0,LMP2
208,918,510,0,LMP2
219,860,1120,0,LMP1
203,932,546,0,LMP2
213,942,537,0,LMP2
215,934,1067,0,LMP1
214,921,518,0,LMP2
218,905,1026,0,LMP1
192,1255,459,0,LM_GTE_Pro
205,901,493,0,LMP2
206,913,535,0,LMP2
211,903,485,0,LMP2
195,1215,485,1,LM_GTE_Pro
209,961,481,0,LMP2
214,969,531,0,LMP2
197,1215,450,1,LM_GTE_Am
220,875,1133,0,LMP1
209,981,488,0,LMP2
192,1211,540,0,LM_GTE_Pro
200,994,485,0,LMP2
192,1220,464,0,LM_GTE_Pro
208,946,505,0,LMP2
218,939,1123,0,LMP1
216,876,1041,0,LMP1
198,1264,545,1,LM_GTE_Pro
201,939,546,0,LMP2
206,963,552,0,LMP2
192,1204,518,0,LM_GTE_Pro
204,985,480,0,LMP2
191,1215,457,1,LM_GTE_Pro
201,961,492,0,LMP2
208,943,490,0,LMP2
206,905,517,0,LMP2
194,1217,552,0,LM_GTE_Pro
210,950,566,0,LMP2
191,1256,500,0,LM_GTE_Pro
195,1276,493,1,LM_GTE_Pro
206,987,487,0,LMP2
205,975,516,0,LMP2
220,876,1034,0,LMP1
196,1216,492,1,LM_GTE_Pro
206,924,562,0,LMP2
218,850,1196,0,LMP1
213,910,523,0,LMP2
191,1276,548,0,LM_GTE_Pro
212,985,492,0,LMP2
220,914,1045,0,LMP1
191,1246,546,1,LM_GTE_Pro
208,975,480,0,LMP2
198,1223,548,0,LM_GTE_Pro
219,940,1009,0,LMP1
207,935,508,0,LMP2
210,985,500,0,LMP2
213,999,486,0,LMP2
206,901,500,0,LMP2
198,1231,486,0,LM_GTE_Pro
220,914,1243,0,LMP1
194,1228,497,1,LM_GTE_Pro
213,967,503,0,LMP2
192,1236,558,0,LM_GTE_Pro
209,907,525,0,LMP2
201,972,527,0,LMP2
201,933,482,0,LMP2
198,1202,542,1,LM_GTE_Pro
215,921,1225,0,LMP1
193,1240,499,1,LM_GTE_Pro
203,913,518,0,LMP2
200,929,522,0,LMP2
204,920,489,0,LMP2
201,919,544,0,LMP2
209,934,553,0,LMP2
198,1270,518,1,LM_GTE_Pro
196,1253,551,1,LM_GTE_Pro
212,904,560,0,LMP2
198,1206,465,0,LM_GTE_Pro
218,930,1194,0,LMP1
196,1201,519,0,LM_GTE_Pro
204,902,559,0,LMP2
202,922,568,0,LMP2
205,933,494,0,LMP2
213,963,494,0,LMP2
217,877,1087,0,LMP1
216,870,1035,0,LMP1
191,1211,470,1,LM_GTE_Pro
198,1234,462,1,LM_GTE_Pro
209,992,525,0,LMP2
218,895,1093,0,LMP1
218,924,1155,0,LMP1
191,1203,498,1,LM_GTE_Pro
218,885,1206,0,LMP1
197,1250,544,1,LM_GTE_Pro
198,1275,459,1,LM_GTE_Pro
215,915,1186,0,LMP1
199,1228,464,1,LM_GTE_Pro
216,948,1235,0,LMP1
195,1276,476,1,LM_GTE_Pro
193,1228,493,0,LM_GTE_Pro
190,1218,511,1,LM_GTE_Pro
201,955,526,0,LMP2
190,1257,561,0,LM_GTE_Pro
191,1226,516,1,LM_GTE_Pro
200,951,536,0,LMP2
217,891,1093,0,LMP1
208,991,503,0,LMP2
204,933,492,0,LMP2
214,905,532,0,LMP2
196,1230,517,0,LM_GTE_Pro
195,1264,536,1,LM_GTE_Pro
205,948,511,0,LMP2
194,1220,459,1,LM_GTE_Pro
206,907,511,0,LMP2
191,1226,456,1,LM_GTE_Pro
201,933,565,0,LMP2
205,918,483,0,LMP2
205,947,485,0,LMP2
198,1273,466,0,LM_GTE_Pro
201,961,500,0,LMP2
198,1217,545,0,LM_GTE_Pro
211,927,480,0,LMP2
220,881,1129,0,LMP1
194,1236,524,1,LM_GTE_Pro
200,919,542,0,LMP2
201,914,529,0,LMP2
190,1222,503,0,LM_GTE_Pro
204,954,503,0,LMP2
213,951,504,0,LMP2
197,1213,469,0,LM_GTE_Pro
213,985,518,0,LMP2
206,963,483,0,LMP2
214,939,565,0,LMP2
199,1273,541,1,LM_GTE_Pro
205,943,494,0,LMP2
219,935,1204,0,LMP1
220,927,1049,0,LMP1
202,974,501,0,LMP2
220,939,1061,0,LMP1
211,993,533,0,LMP2
191,1261,478,0,LM_GTE_Pro
197,1278,471,0,LM_GTE_Pro
212,927,567,0,LMP2
192,1244,535,1,LM_GTE_Pro
191,1201,477,1,LM_GTE_Pro
212,922,567,0,LMP2
206,947,503,0,LMP2
197,1223,556,0,LM_GTE_Pro
194,1213,498,0,LM_GTE_Pro
198,1273,454,1,LM_GTE_Pro
212,903,564,0,LMP2
217,893,1059,0,LMP1
203,976,557,0,LMP2
208,944,570,0,LMP2
207,992,521,0,LMP2
206,999,509,0,LMP2
219,871,1099,0,LMP1
209,966,497,0,LMP2
203,936,525,0,LMP2
199,1207,537,1,LM_GTE_Pro
197,1200,511,1,LM_GTE_Pro
208,930,528,0,LMP2
190,1218,556,1,LM_GTE_Pro
193,1277,540,1,LM_GTE_Pro
214,959,567,0,LMP2
194,1263,523,0,LM_GTE_Pro
213,951,540,0,LMP2
218,868,1228,0,LMP1
211,995,525,0,LMP2
216,857,1063,0,LMP1
215,895,1064,0,LMP1
210,991,528,0,LMP2
208,1000,502,0,LMP2
210,994,526,0,LMP2
192,1203,524,1,LM_GTE_Pro
216,865,988,0,LMP1
190,1210,492,0,LM_GTE_Pro
218,942,1131,0,LMP1
194,1225,462,1,LM_GTE_Pro
207,966,543,0,LMP2
194,1256,468,1,LM_GTE_Pro
193,1200,488,0,LM_GTE_Pro
203,971,531,0,LMP2
214,972,543,0,LMP2
207,979,502,0,LMP2
191,1279,473,0,LM_GTE_Pro
218,857,1215,0,LMP1
220,878,1208,0,LMP1
193,1267,547,0,LM_GTE_Pro
219,905,1054,0,LMP1
207,993,495,0,LMP2
219,870,1141,0,LMP1
206,999,482,0,LMP2
220,913,1038,0,LMP1
200,917,524,0,LMP2
212,985,524,0,LMP2
199,1218,465,1,LM_GTE_Pro
201,985,537,0,LMP2
216,915,1177,0,LMP1
212,939,553,0,LMP2
209,984,534,0,LMP2
211,943,540,0,LMP2
201,947,567,0,LMP2
214,940,534,0,LMP2
193,1279,498,0,LM_GTE_Pro
212,987,563,0,LMP2
212,952,502,0,LMP2
201,985,540,0,LMP2
200,924,544,0,LMP2
215,939,1025,0,LMP1
211,936,565,0,LMP2
197,1272,469,1,LM_GTE_Pro
219,940,1106,0,LMP1
215,892,1081,0,LMP1
196,1226,500,0,LM_GTE_Pro
204,902,531,0,LMP2
208,950,551,0,LMP2
211,951,565,0,LMP2
199,1280,484,0,LM_GTE_Pro
206,922,530,0,LMP2
220,943,1207,0,LMP1
210,997,500,0,LMP2
197,1245,522,1,LM_GTE_Pro
215,921,1035,0,LMP1
191,1204,492,0,LM_GTE_Pro
203,934,521,0,LMP2
210,925,521,0,LMP2
194,1265,477,0,LM_GTE_Pro
197,1274,494,0,LM_GTE_Pro
207,933,557,0,LMP2
192,1237,554,0,LM_GTE_Pro
220,898,1238,0,LMP1
190,1241,478,0,LM_GTE_Pro
216,850,1162,0,LMP1
203,925,554,0,LMP2
205,935,506,0,LMP2
200,1000,492,0,LMP2
193,1246,542,1,LM_GTE_Pro
196,1273,451,1,LM_GTE_Pro
200,903,506,0,LMP2
191,1215,491,1,LM_GTE_Pro
210,983,546,0,LMP2
192,1278,538,0,LM_GTE_Pro
207,955,537,0,LMP2
199,1279,524,1,LM_GTE_Pro
205,937,535,0,LMP2
199,1252,452,1,LM_GTE_Pro
200,965,554,0,LMP2
212,983,533,0,LMP2
202,928,544,0,LMP2
197,1231,554,1,LM_GTE_Pro
212,923,496,0,LMP2
199,1214,553,0,LM_GTE_Pro
213,942,481,0,LMP2
210,964,568,0,LMP2
213,903,547,0,LMP2
214,957,519,0,LMP2
208,943,519,0,LMP2
192,1259,531,1,LM_GTE_Pro
211,908,497,0,LMP2
211,955,544,0,LMP2
215,947,1036,0,LMP1
208,917,569,0,LMP2
204,977,482,0,LMP2
191,1262,516,1,LM_GTE_Pro
207,985,485,0,LMP2
213,951,504,0,LMP2
195,1250,534,0,LM_GTE_Pro
202,990,538,0,LMP2
216,874,1215,0,LMP1
209,995,568,0,LMP2
200,921,539,0,LMP2
219,894,1086,0,LMP1
209,973,533,0,LMP2
199,1252,548,0,LM_GTE_Pro
201,966,557,0,LMP2
206,918,541,0,LMP2
220,884,1056,0,LMP1
198,1227,472,0,LM_GTE_Pro
202,906,555,0,LMP2
207,928,520,0,LMP2
210,979,499,0,LMP2
199,1200,536,0,LM_GTE_Pro
203,969,528,0,LMP2
190,1217,482,0,LM_GTE_Pro
191,1220,467,1,LM_GTE_Pro
210,901,521,0,LMP2
204,924,539,0,LMP2
217,933,998,0,LMP1
201,969,507,0,LMP2
219,877,1143,0,LMP1
196,1275,512,0,LM_GTE_Pro
201,908,551,0,LMP2
206,994,525,0,LMP2
215,881,1187,0,LMP1
210,980,559,0,LMP2
211,965,532,0,LMP2
195,1208,490,0,LM_GTE_Pro
218,935,1125,0,LMP1
207,974,554,0,LMP2
208,917,512,0,LMP2
210,993,521,0,LMP2
200,986,520,0,LMP2
215,881,1042,0,LMP1
212,911,527,0,LMP2
217,859,1227,0,LMP1
216,916,1120,0,LMP1
212,981,528,0,LMP2
191,1275,478,1,LM_GTE_Pro
204,932,498,0,LMP2
207,961,495,0,LMP2
199,1227,454,1,LM_GTE_Pro
214,966,524,0,LMP2
190,1247,535,0,LM_GTE_Pro
213,918,539,0,LMP2
197,1263,560,0,LM_GTE_Pro
214,958,493,0,LMP2
206,991,518,0,LMP2
204,987,485,0,LMP2
196,1224,456,0,LM_GTE_Pro
210,945,560,0,LMP2
210,985,504,0,LMP2
207,983,550,0,LMP2
212,977,566,0,LMP2
205,965,544,0,LMP2
215,901,1105,0,LMP1
207,930,496,0,LMP2
210,946,566,0,LMP2
191,1243,523,0,LM_GTE_Pro
191,1209,454,1,LM_GTE_Pro
199,1267,523,1,LM_GTE_Pro
213,913,548,0,LMP2
193,1270,519,1,LM_GTE_Pro
218,918,1163,0,LMP1
191,1204,450,1,LM_GTE_Pro
211,964,556,0,LMP2
207,950,565,0,LMP2
218,862,1050,0,LMP1
218,862,1025,0,LMP1
196,1207,488,0,LM_GTE_Pro
218,916,1159,0,LMP1
205,945,564,0,LMP2
218,871,1176,0,LMP1
214,1000,563,0,LMP2
194,1274,498,0,LM_GTE_Pro
210,998,493,0,LMP2
194,1254,485,1,LM_GTE_Pro
211,942,527,0,LMP2
203,986,516,0,LMP2
196,1278,466,0,LM_GTE_Pro
192,1205,459,0,LM_GTE_Pro
214,976,558,0,LMP2
213,935,527,0,LMP2
200,924,562,0,LMP2
217,928,1088,0,LMP1
213,991,514,0,LMP2
205,984,528,0,LMP2
194,1256,509,1,LM_GTE_Pro
218,867,1137,0,LMP1
206,950,524,0,LMP2
218,876,995,0,LMP1
202,989,532,0,LMP2
201,902,492,0,LMP2
190,1216,495,1,LM_GTE_Pro
200,931,569,0,LMP2
190,1252,471,1,LM_GTE_Pro
211,979,567,0,LMP2
198,1265,499,0,LM_GTE_Pro
219,875,1224,0,LMP1
201,901,533,0,LMP2
190,1203,461,0,LM_GTE_Pro
205,930,546,0,LMP2
208,923,528,0,LMP2
208,916,495,0,LMP2
206,981,553,0,LMP2
215,862,1233,0,LMP1
220,866,1080,0,LMP1
218,896,1216,0,LMP1
