%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%	
%	Nome: Jhordan Abdalla Arrojo Martinez	
%	Nome: Stevan Mosquetti Ribeiro
%				
%											Perfil de Compatibilidade de Belinda
%	
%		Base de dados de rede social para classificar o nível de compatbilidade entre usuários baseado nos atributos abaixo:
%
% ATRIBUTO: sexo 			(nominal). 	Femino,Masculino.
% ATRIBUTO: popularidade 	(nominal). 	Alta,Acima-da-Media,Media,Abaixo-da-Media,Baixa.
% ATRIBUTO: signo 			(nominal). 	Aries,Touro,Gemeos,Cancer,Leao,Virgem,Libra,Escorpiao,Sagitario,Capricornio,Aquario,Peixes.
% ATRIBUTO: etnia 			(nominal). 	Caucasiano,Afrodescendente,Pardo,Mulato,Asiatico.
% ATRIBUTO: corDosOlhos 	(nominal). 	Azul-Claro,Azul-Escuro,Azul-Medio,Verde-claro,Verde-Escuro,Verde-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto.
% ATRIBUTO: corDoCabelo 	(nominal). 	Loiro-Claro,Loiro-Escuro,Loiro-Medio,Ruivo-claro,Ruivo-Escuro,Ruivo-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto,Branco,Grisalho.
% ATRIBUTO: biotipo 		(nominal)	Endomorfo,Ectomorfo,Mesomorfo.
% ATRIBUTO:	tipoFisico 		(nominal)	Gordo,Magro,Atletico,Bombado,Raquitico,Obeso.
% ATRIBUTO: classe 			(classe) 	Compativel,Incompativel,Quase-Compativel,Quase-Incompativel.
%
% EXEMPLO: Ashton Kutcher
%			popularidade: Alta
%			signo: Aquario
%			etnia: Caucasiano
%			corDosOlhos: Castanho-Escuro
%			corDoCabelo: Castanho-Escuro
%			biotipo: Ectomorfo
%			tipoFisico: Atletico
%			classe: Compativel
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

@RELATION perfil

@ATTRIBUTE sexo 			{Femino,Masculino}
@ATTRIBUTE popularidade		{Alta,Acima-da-Media,Media,Abaixo-da-Media,Baixa}
@ATTRIBUTE signo 			{Aries,Touro,Gemeos,Cancer,Leao,Virgem,Libra,Escorpiao,Sagitario,Capricornio,Aquario,Peixes}
@ATTRIBUTE etnia 			{Caucasiano,Afrodescendente,Pardo,Mulato,Asiatico}
@ATTRIBUTE corDosOlhos 		{Azul-Claro,Azul-Escuro,Azul-Medio,Verde-claro,Verde-Escuro,Verde-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto}
@ATTRIBUTE corDoCabelo 		{Loiro-Claro,Loiro-Escuro,Loiro-Medio,Ruivo-claro,Ruivo-Escuro,Ruivo-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto,Branco,Grisalho}
@ATTRIBUTE biotipo 			{Endomorfo,Ectomorfo,Mesomorfo}
@ATTRIBUTE tipoFisico 		{Gordo,Magro,Atletico,Bombado,Raquitico,Obeso}
@ATTRIBUTE classe			{Compativel,Incompativel,Quase-Compativel,Quase-Incompativel}

@DATA
Femino,Baixa,Leao,Afrodescendente,Verde-claro,Castanho-Claro,Endomorfo,Magro,Quase-Incompativel
Femino,Media,Virgem,Pardo,Preto,Castanho-Escuro,Endomorfo,Magro,Incompativel
Femino,Acima-da-Media,Escorpiao,Pardo,Verde-Medio,Castanho-Claro,Endomorfo,Magro,Quase-Incompativel
Masculino,Acima-da-Media,Escorpiao,Afrodescendente,Castanho-Escuro,Preto,Endomorfo,Gordo,Compativel
Femino,Media,Capricornio,Afrodescendente,Castanho-Medio,Castanho-Medio,Endomorfo,Obeso,Incompativel
Femino,Alta,Leao,Pardo,Verde-claro,Castanho-Escuro,Mesomorfo,Gordo,Quase-Incompativel
Femino,Acima-da-Media,Touro,Caucasiano,Azul-Medio,Loiro-Claro,Endomorfo,Obeso,Incompativel
Femino,Abaixo-da-Media,Virgem,Mulato,Verde-claro,Grisalho,Endomorfo,Gordo,Quase-Incompativel
Masculino,Baixa,Cancer,Afrodescendente,Verde-Medio,Grisalho,Mesomorfo,Gordo,Quase-Incompativel
Masculino,Abaixo-da-Media,Libra,Pardo,Verde-claro,Grisalho,Endomorfo,Gordo,Incompativel
Masculino,Alta,Gemeos,Asiatico,Preto,Preto,Mesomorfo,Atletico,Incompativel
Femino,Abaixo-da-Media,Escorpiao,Pardo,Verde-claro,Castanho-Medio,Ectomorfo,Gordo,Incompativel
Masculino,Abaixo-da-Media,Aries,Afrodescendente,Verde-Medio,Grisalho,Mesomorfo,Atletico,Incompativel
Femino,Abaixo-da-Media,Aries,Asiatico,Castanho-Claro,Branco,Mesomorfo,Magro,Quase-Incompativel
Femino,Alta,Aries,Caucasiano,Verde-Medio,Ruivo-Medio,Endomorfo,Bombado,Quase-Incompativel
Masculino,Baixa,Sagitario,Caucasiano,Azul-Medio,Loiro-Medio,Mesomorfo,Atletico,Quase-Incompativel
Masculino,Acima-da-Media,Leao,Pardo,Castanho-Escuro,Castanho-Medio,Endomorfo,Gordo,Quase-Compativel
Femino,Alta,Virgem,Caucasiano,Verde-Medio,Castanho-Medio,Endomorfo,Obeso,Incompativel
Femino,Acima-da-Media,Sagitario,Asiatico,Castanho-Claro,Branco,Mesomorfo,Bombado,Incompativel
Masculino,Abaixo-da-Media,Libra,Mulato,Verde-claro,Ruivo-Medio,Ectomorfo,Raquitico,Quase-Incompativel
Masculino,Abaixo-da-Media,Leao,Mulato,Verde-Escuro,Castanho-Escuro,Endomorfo,Gordo,Incompativel
Femino,Acima-da-Media,Virgem,Caucasiano,Castanho-Escuro,Castanho-Claro,Ectomorfo,Obeso,Quase-Incompativel
Femino,Alta,Escorpiao,Asiatico,Castanho-Claro,Ruivo-Medio,Mesomorfo,Raquitico,Incompativel
Femino,Abaixo-da-Media,Leao,Pardo,Castanho-Claro,Branco,Mesomorfo,Magro,Quase-Incompativel
Femino,Alta,Gemeos,Caucasiano,Castanho-Medio,Loiro-Claro,Endomorfo,Atletico,Incompativel
Masculino,Media,Libra,Caucasiano,Preto,Loiro-Claro,Ectomorfo,Gordo,Compativel
Femino,Abaixo-da-Media,Peixes,Pardo,Verde-Escuro,Branco,Mesomorfo,Bombado,Quase-Incompativel
Femino,Abaixo-da-Media,Leao,Caucasiano,Castanho-Claro,Preto,Ectomorfo,Gordo,Quase-Incompativel
Femino,Media,Capricornio,Asiatico,Castanho-Claro,Branco,Endomorfo,Atletico,Quase-Incompativel
Masculino,Media,Virgem,Pardo,Preto,Castanho-Claro,Mesomorfo,Atletico,Quase-Incompativel
Masculino,Alta,Leao,Asiatico,Castanho-Escuro,Castanho-Medio,Endomorfo,Atletico,Quase-Compativel
Femino,Alta,Aquario,Mulato,Castanho-Claro,Castanho-Medio,Mesomorfo,Magro,Incompativel
Masculino,Abaixo-da-Media,Aries,Pardo,Verde-Medio,Ruivo-Medio,Endomorfo,Gordo,Incompativel
Femino,Acima-da-Media,Virgem,Afrodescendente,Verde-Escuro,Ruivo-Medio,Mesomorfo,Bombado,Incompativel
Masculino,Alta,Gemeos,Pardo,Verde-claro,Preto,Mesomorfo,Atletico,Quase-Compativel
Femino,Acima-da-Media,Sagitario,Afrodescendente,Verde-claro,Branco,Ectomorfo,Gordo,Incompativel
Masculino,Alta,Peixes,Afrodescendente,Castanho-Escuro,Branco,Endomorfo,Raquitico,Compativel
Masculino,Media,Capricornio,Caucasiano,Castanho-Medio,Loiro-Claro,Ectomorfo,Raquitico,Quase-Compativel
Femino,Media,Touro,Pardo,Castanho-Escuro,Preto,Mesomorfo,Atletico,Quase-Incompativel
Masculino,Alta,Touro,Caucasiano,Azul-Medio,Castanho-Claro,Ectomorfo,Gordo,Compativel
Femino,Acima-da-Media,Gemeos,Pardo,Castanho-Claro,Castanho-Claro,Endomorfo,Bombado,Quase-Incompativel
Masculino,Alta,Peixes,Caucasiano,Azul-Medio,Branco,Mesomorfo,Bombado,Compativel
Femino,Baixa,Virgem,Afrodescendente,Castanho-Escuro,Branco,Ectomorfo,Atletico,Quase-Incompativel
Masculino,Abaixo-da-Media,Gemeos,Asiatico,Castanho-Claro,Castanho-Medio,Endomorfo,Magro,Quase-Incompativel
Femino,Media,Gemeos,Pardo,Verde-claro,Castanho-Medio,Ectomorfo,Atletico,Quase-Incompativel
Femino,Media,Touro,Caucasiano,Azul-Escuro,Ruivo-Escuro,Mesomorfo,Magro,Incompativel
Masculino,Acima-da-Media,Cancer,Asiatico,Castanho-Escuro,Castanho-Escuro,Endomorfo,Atletico,Quase-Compativel
Masculino,Alta,Aries,Mulato,Castanho-Claro,Castanho-Medio,Ectomorfo,Bombado,Quase-Compativel
Femino,Alta,Virgem,Asiatico,Castanho-Claro,Branco,Mesomorfo,Raquitico,Compativel
Masculino,Media,Aries,Afrodescendente,Castanho-Claro,Castanho-Medio,Mesomorfo,Atletico,Quase-Incompativel
Femino,Abaixo-da-Media,Peixes,Asiatico,Castanho-Escuro,Preto,Ectomorfo,Bombado,Incompativel
Masculino,Media,Libra,Asiatico,Preto,Branco,Ectomorfo,Gordo,Incompativel
Femino,Acima-da-Media,Virgem,Caucasiano,Azul-Escuro,Ruivo-Medio,Mesomorfo,Bombado,Incompativel
Masculino,Baixa,Aquario,Pardo,Castanho-Escuro,Castanho-Escuro,Endomorfo,Raquitico,Quase-Compativel
Femino,Baixa,Capricornio,Afrodescendente,Verde-Medio,Castanho-Medio,Ectomorfo,Obeso,Incompativel
Femino,Media,Aries,Pardo,Castanho-Escuro,Castanho-Escuro,Ectomorfo,Raquitico,Quase-Incompativel
Femino,Alta,Virgem,Caucasiano,Azul-Medio,Ruivo-claro,Mesomorfo,Bombado,Incompativel
Masculino,Media,Aquario,Pardo,Verde-claro,Ruivo-Medio,Ectomorfo,Atletico,Quase-Compativel
Femino,Abaixo-da-Media,Aquario,Pardo,Castanho-Escuro,Preto,Endomorfo,Bombado,Quase-Incompativel
Femino,Abaixo-da-Media,Escorpiao,Caucasiano,Azul-Medio,Grisalho,Mesomorfo,Obeso,Incompativel
Masculino,Abaixo-da-Media,Aries,Afrodescendente,Verde-claro,Grisalho,Endomorfo,Obeso,Incompativel
Femino,Acima-da-Media,Aries,Pardo,Verde-claro,Preto,Ectomorfo,Raquitico,Quase-Incompativel
Masculino,Alta,Sagitario,Pardo,Castanho-Medio,Ruivo-Medio,Mesomorfo,Obeso,Incompativel
Femino,Acima-da-Media,Escorpiao,Caucasiano,Verde-Escuro,Loiro-Claro,Mesomorfo,Raquitico,Incompativel
Masculino,Media,Cancer,Asiatico,Castanho-Claro,Ruivo-Medio,Mesomorfo,Raquitico,Compativel
Femino,Acima-da-Media,Virgem,Pardo,Castanho-Medio,Grisalho,Ectomorfo,Bombado,Quase-Incompativel
Masculino,Acima-da-Media,Libra,Caucasiano,Verde-Escuro,Branco,Mesomorfo,Raquitico,Compativel
Masculino,Baixa,Peixes,Mulato,Verde-claro,Preto,Ectomorfo,Raquitico,Quase-Incompativel
Femino,Abaixo-da-Media,Cancer,Pardo,Preto,Branco,Ectomorfo,Atletico,Incompativel
Masculino,Acima-da-Media,Gemeos,Mulato,Castanho-Escuro,Castanho-Escuro,Endomorfo,Gordo,Quase-Compativel
Masculino,Abaixo-da-Media,Capricornio,Pardo,Verde-Escuro,Castanho-Claro,Endomorfo,Raquitico,Incompativel
Masculino,Acima-da-Media,Peixes,Afrodescendente,Castanho-Claro,Castanho-Medio,Ectomorfo,Bombado,Quase-Incompativel
Masculino,Media,Gemeos,Asiatico,Castanho-Medio,Castanho-Medio,Endomorfo,Gordo,Compativel
Femino,Alta,Libra,Mulato,Castanho-Medio,Ruivo-Medio,Mesomorfo,Atletico,Quase-Incompativel
Femino,Acima-da-Media,Gemeos,Caucasiano,Verde-Escuro,Preto,Ectomorfo,Gordo,Incompativel
Masculino,Abaixo-da-Media,Capricornio,Caucasiano,Azul-Escuro,Ruivo-Medio,Mesomorfo,Raquitico,Quase-Incompativel
Masculino,Acima-da-Media,Aquario,Caucasiano,Castanho-Escuro,Loiro-Medio,Ectomorfo,Atletico,Quase-Compativel
Femino,Acima-da-Media,Escorpiao,Asiatico,Preto,Branco,Ectomorfo,Raquitico,Incompativel
Masculino,Baixa,Gemeos,Mulato,Preto,Ruivo-Medio,Mesomorfo,Atletico,Incompativel
Masculino,Media,Virgem,Afrodescendente,Verde-Escuro,Castanho-Claro,Endomorfo,Bombado,Incompativel
Masculino,Acima-da-Media,Aries,Asiatico,Castanho-Escuro,Castanho-Escuro,Endomorfo,Atletico,Quase-Compativel
Masculino,Abaixo-da-Media,Aries,Afrodescendente,Preto,Branco,Mesomorfo,Obeso,Quase-Incompativel
Masculino,Acima-da-Media,Gemeos,Asiatico,Preto,Grisalho,Endomorfo,Atletico,Incompativel
Masculino,Acima-da-Media,Peixes,Mulato,Verde-Medio,Ruivo-Medio,Mesomorfo,Bombado,Quase-Compativel
Femino,Abaixo-da-Media,Escorpiao,Mulato,Verde-Escuro,Ruivo-Medio,Endomorfo,Raquitico,Quase-Incompativel
Masculino,Alta,Virgem,Caucasiano,Azul-Escuro,Loiro-Claro,Endomorfo,Bombado,Quase-Incompativel
Masculino,Alta,Virgem,Mulato,Castanho-Escuro,Preto,Endomorfo,Atletico,Incompativel
Femino,Abaixo-da-Media,Virgem,Asiatico,Castanho-Escuro,Ruivo-Medio,Endomorfo,Gordo,Incompativel
Masculino,Abaixo-da-Media,Capricornio,Mulato,Castanho-Escuro,Grisalho,Mesomorfo,Raquitico,Quase-Incompativel
Masculino,Baixa,Libra,Asiatico,Castanho-Medio,Grisalho,Endomorfo,Bombado,Incompativel
Femino,Baixa,Sagitario,Caucasiano,Castanho-Medio,Ruivo-Medio,Ectomorfo,Gordo,Quase-Incompativel
Femino,Media,Touro,Caucasiano,Castanho-Medio,Grisalho,Endomorfo,Raquitico,Incompativel
Masculino,Baixa,Leao,Asiatico,Castanho-Medio,Branco,Mesomorfo,Gordo,Compativel
Masculino,Acima-da-Media,Sagitario,Afrodescendente,Castanho-Claro,Castanho-Escuro,Endomorfo,Magro,Quase-Incompativel
Femino,Baixa,Capricornio,Asiatico,Castanho-Medio,Grisalho,Endomorfo,Bombado,Quase-Incompativel
Femino,Baixa,Aries,Asiatico,Castanho-Medio,Ruivo-Medio,Ectomorfo,Bombado,Incompativel
Femino,Abaixo-da-Media,Peixes,Afrodescendente,Verde-claro,Grisalho,Endomorfo,Bombado,Incompativel
Femino,Alta,Sagitario,Caucasiano,Castanho-Claro,Ruivo-claro,Ectomorfo,Obeso,Quase-Incompativel
Femino,Alta,Capricornio,Caucasiano,Azul-Claro,Loiro-Escuro,Mesomorfo,Raquitico,Quase-Incompativel
Masculino,Media,Capricornio,Caucasiano,Azul-Medio,Ruivo-claro,Mesomorfo,Magro,Quase-Compativel
Masculino,Abaixo-da-Media,Aries,Caucasiano,Preto,Ruivo-Escuro,Endomorfo,Raquitico,Quase-Incompativel
Masculino,Abaixo-da-Media,Capricornio,Afrodescendente,Castanho-Claro,Ruivo-Medio,Mesomorfo,Raquitico,Quase-Incompativel
Masculino,Alta,Leao,Mulato,Castanho-Claro,Ruivo-Medio,Mesomorfo,Bombado,Compativel
Masculino,Alta,Aries,Afrodescendente,Preto,Preto,Mesomorfo,Raquitico,Compativel
Masculino,Baixa,Touro,Asiatico,Castanho-Claro,Ruivo-Medio,Mesomorfo,Atletico,Incompativel
Masculino,Baixa,Aquario,Asiatico,Castanho-Medio,Preto,Mesomorfo,Magro,Quase-Incompativel
Masculino,Alta,Cancer,Mulato,Verde-Medio,Castanho-Escuro,Ectomorfo,Magro,Incompativel
Femino,Baixa,Capricornio,Caucasiano,Verde-Medio,Branco,Mesomorfo,Magro,Incompativel
Masculino,Abaixo-da-Media,Capricornio,Caucasiano,Castanho-Escuro,Ruivo-Medio,Ectomorfo,Raquitico,Incompativel
Masculino,Acima-da-Media,Touro,Asiatico,Castanho-Claro,Branco,Mesomorfo,Raquitico,Compativel
Femino,Acima-da-Media,Gemeos,Mulato,Castanho-Claro,Castanho-Escuro,Ectomorfo,Magro,Incompativel
Masculino,Abaixo-da-Media,Peixes,Mulato,Verde-Medio,Branco,Ectomorfo,Atletico,Incompativel
Femino,Baixa,Aries,Mulato,Castanho-Escuro,Preto,Ectomorfo,Bombado,Quase-Incompativel
Masculino,Media,Aries,Asiatico,Castanho-Claro,Grisalho,Mesomorfo,Atletico,Incompativel
Femino,Acima-da-Media,Touro,Pardo,Verde-claro,Preto,Endomorfo,Magro,Quase-Incompativel
Femino,Abaixo-da-Media,Gemeos,Mulato,Verde-claro,Castanho-Medio,Ectomorfo,Atletico,Incompativel
Femino,Media,Peixes,Pardo,Verde-Medio,Ruivo-Medio,Ectomorfo,Raquitico,Incompativel
Masculino,Acima-da-Media,Escorpiao,Caucasiano,Verde-Medio,Ruivo-Medio,Endomorfo,Gordo,Quase-Compativel
Masculino,Media,Escorpiao,Caucasiano,Azul-Medio,Loiro-Medio,Endomorfo,Obeso,Quase-Compativel
Masculino,Alta,Aries,Afrodescendente,Castanho-Medio,Castanho-Medio,Ectomorfo,Magro,Quase-Compativel
Masculino,Acima-da-Media,Sagitario,Asiatico,Castanho-Escuro,Castanho-Escuro,Endomorfo,Gordo,Quase-Compativel
Femino,Media,Leao,Caucasiano,Verde-Escuro,Loiro-Claro,Endomorfo,Obeso,Quase-Incompativel
Femino,Acima-da-Media,Libra,Mulato,Verde-Medio,Castanho-Claro,Ectomorfo,Obeso,Quase-Incompativel
Masculino,Acima-da-Media,Capricornio,Asiatico,Castanho-Medio,Branco,Mesomorfo,Magro,Compativel
Femino,Abaixo-da-Media,Cancer,Pardo,Verde-Medio,Ruivo-Medio,Ectomorfo,Raquitico,Quase-Incompativel
Masculino,Acima-da-Media,Virgem,Afrodescendente,Preto,Castanho-Escuro,Endomorfo,Magro,Compativel
Masculino,Media,Aquario,Afrodescendente,Castanho-Medio,Branco,Mesomorfo,Bombado,Quase-Compativel
Femino,Media,Leao,Caucasiano,Castanho-Claro,Preto,Mesomorfo,Bombado,Quase-Incompativel
Femino,Abaixo-da-Media,Capricornio,Caucasiano,Azul-Medio,Loiro-Claro,Endomorfo,Obeso,Quase-Compativel
Masculino,Abaixo-da-Media,Touro,Asiatico,Preto,Branco,Endomorfo,Obeso,Quase-Incompativel
Femino,Media,Libra,Caucasiano,Castanho-Claro,Loiro-Escuro,Ectomorfo,Raquitico,Incompativel
Femino,Media,Touro,Mulato,Castanho-Escuro,Ruivo-Medio,Ectomorfo,Raquitico,Compativel
Femino,Media,Gemeos,Pardo,Preto,Castanho-Claro,Ectomorfo,Magro,Quase-Incompativel
Masculino,Acima-da-Media,Aquario,Pardo,Castanho-Claro,Castanho-Escuro,Ectomorfo,Atletico,Quase-Compativel
Femino,Acima-da-Media,Capricornio,Asiatico,Castanho-Escuro,Castanho-Escuro,Mesomorfo,Magro,Quase-Incompativel
Masculino,Alta,Aquario,Mulato,Castanho-Escuro,Grisalho,Ectomorfo,Obeso,Quase-Incompativel
Femino,Baixa,Aries,Pardo,Verde-Medio,Castanho-Medio,Endomorfo,Magro,Incompativel
Masculino,Abaixo-da-Media,Leao,Asiatico,Preto,Castanho-Medio,Endomorfo,Bombado,Quase-Incompativel
Femino,Media,Peixes,Asiatico,Castanho-Medio,Castanho-Medio,Ectomorfo,Magro,Incompativel
Masculino,Abaixo-da-Media,Sagitario,Afrodescendente,Verde-Medio,Grisalho,Mesomorfo,Bombado,Incompativel
Masculino,Abaixo-da-Media,Libra,Mulato,Verde-Medio,Castanho-Claro,Ectomorfo,Raquitico,Incompativel
Femino,Alta,Gemeos,Mulato,Verde-claro,Branco,Mesomorfo,Atletico,Quase-Incompativel
Femino,Abaixo-da-Media,Capricornio,Mulato,Castanho-Medio,Castanho-Medio,Ectomorfo,Gordo,Quase-Incompativel
Femino,Baixa,Aquario,Asiatico,Castanho-Claro,Preto,Mesomorfo,Bombado,Quase-Incompativel
Femino,Abaixo-da-Media,Virgem,Asiatico,Preto,Preto,Ectomorfo,Magro,Quase-Incompativel
Femino,Acima-da-Media,Touro,Caucasiano,Castanho-Escuro,Castanho-Medio,Ectomorfo,Obeso,Incompativel
Masculino,Acima-da-Media,Capricornio,Caucasiano,Verde-Medio,Ruivo-Medio,Mesomorfo,Gordo,Compativel
Femino,Media,Aries,Asiatico,Castanho-Medio,Castanho-Escuro,Endomorfo,Magro,Incompativel
Femino,Abaixo-da-Media,Virgem,Mulato,Preto,Branco,Endomorfo,Bombado,Quase-Incompativel
Femino,Acima-da-Media,Gemeos,Caucasiano,Azul-Medio,Branco,Mesomorfo,Bombado,Quase-Incompativel
Femino,Media,Touro,Pardo,Verde-Medio,Preto,Mesomorfo,Bombado,Quase-Incompativel
Femino,Baixa,Sagitario,Pardo,Verde-Medio,Castanho-Escuro,Ectomorfo,Magro,Incompativel
Masculino,Media,Leao,Mulato,Castanho-Medio,Preto,Mesomorfo,Gordo,Quase-Compativel
Femino,Media,Libra,Asiatico,Castanho-Escuro,Castanho-Medio,Mesomorfo,Atletico,Incompativel
Femino,Baixa,Escorpiao,Afrodescendente,Castanho-Claro,Castanho-Escuro,Ectomorfo,Raquitico,Quase-Compativel
Femino,Alta,Touro,Caucasiano,Verde-Escuro,Castanho-Claro,Ectomorfo,Raquitico,Incompativel
Masculino,Alta,Gemeos,Afrodescendente,Verde-Medio,Grisalho,Mesomorfo,Bombado,Incompativel
Masculino,Acima-da-Media,Peixes,Caucasiano,Castanho-Medio,Castanho-Escuro,Mesomorfo,Atletico,Compativel
Masculino,Abaixo-da-Media,Peixes,Mulato,Castanho-Medio,Grisalho,Endomorfo,Bombado,Quase-Incompativel
Femino,Acima-da-Media,Libra,Caucasiano,Castanho-Claro,Castanho-Medio,Endomorfo,Raquitico,Quase-Incompativel
Masculino,Media,Touro,Pardo,Castanho-Medio,Grisalho,Ectomorfo,Obeso,Incompativel
Femino,Abaixo-da-Media,Libra,Pardo,Castanho-Medio,Ruivo-Medio,Endomorfo,Atletico,Incompativel
Masculino,Baixa,Gemeos,Afrodescendente,Castanho-Claro,Branco,Endomorfo,Obeso,Compativel
Femino,Abaixo-da-Media,Touro,Caucasiano,Verde-Medio,Castanho-Claro,Ectomorfo,Raquitico,Quase-Incompativel
Femino,Acima-da-Media,Libra,Mulato,Verde-Medio,Ruivo-Medio,Endomorfo,Raquitico,Quase-Incompativel
Femino,Baixa,Peixes,Afrodescendente,Castanho-Claro,Preto,Mesomorfo,Raquitico,Quase-Incompativel
Masculino,Baixa,Gemeos,Afrodescendente,Verde-claro,Preto,Ectomorfo,Gordo,Quase-Incompativel
Femino,Alta,Cancer,Afrodescendente,Castanho-Medio,Castanho-Medio,Ectomorfo,Obeso,Incompativel
Masculino,Media,Aries,Afrodescendente,Preto,Branco,Ectomorfo,Gordo,Compativel
Masculino,Acima-da-Media,Cancer,Caucasiano,Azul-Medio,Castanho-Medio,Mesomorfo,Bombado,Quase-Incompativel
Masculino,Abaixo-da-Media,Touro,Pardo,Verde-Medio,Branco,Mesomorfo,Magro,Quase-Incompativel
Femino,Baixa,Aries,Pardo,Verde-claro,Branco,Ectomorfo,Bombado,Quase-Incompativel
Femino,Baixa,Escorpiao,Asiatico,Castanho-Escuro,Castanho-Claro,Endomorfo,Bombado,Quase-Incompativel
Masculino,Media,Gemeos,Afrodescendente,Verde-claro,Castanho-Claro,Endomorfo,Obeso,Incompativel
Masculino,Abaixo-da-Media,Peixes,Afrodescendente,Verde-claro,Preto,Mesomorfo,Atletico,Quase-Compativel
Masculino,Alta,Escorpiao,Pardo,Verde-Escuro,Preto,Endomorfo,Bombado,Compativel
Femino,Media,Escorpiao,Asiatico,Castanho-Medio,Ruivo-Medio,Ectomorfo,Atletico,Quase-Incompativel
Masculino,Acima-da-Media,Escorpiao,Mulato,Verde-Medio,Branco,Endomorfo,Magro,Compativel
Femino,Media,Sagitario,Afrodescendente,Verde-claro,Grisalho,Mesomorfo,Bombado,Quase-Incompativel
Masculino,Baixa,Escorpiao,Asiatico,Preto,Preto,Mesomorfo,Bombado,Quase-Incompativel
Femino,Baixa,Peixes,Afrodescendente,Verde-Escuro,Castanho-Escuro,Ectomorfo,Gordo,Quase-Incompativel
Femino,Baixa,Virgem,Mulato,Castanho-Medio,Branco,Mesomorfo,Gordo,Incompativel
Femino,Alta,Libra,Afrodescendente,Verde-Escuro,Branco,Ectomorfo,Bombado,Quase-Incompativel
Masculino,Alta,Aries,Asiatico,Castanho-Claro,Castanho-Claro,Mesomorfo,Obeso,Incompativel
Femino,Alta,Libra,Mulato,Castanho-Claro,Castanho-Escuro,Ectomorfo,Raquitico,Incompativel
Femino,Alta,Leao,Asiatico,Castanho-Medio,Castanho-Medio,Endomorfo,Raquitico,Incompativel
Femino,Acima-da-Media,Cancer,Pardo,Castanho-Claro,Preto,Endomorfo,Gordo,Quase-Incompativel
Femino,Media,Cancer,Asiatico,Castanho-Escuro,Preto,Ectomorfo,Atletico,Incompativel
Femino,Acima-da-Media,Aquario,Mulato,Castanho-Escuro,Castanho-Medio,Endomorfo,Atletico,Quase-Compativel
Femino,Alta,Aries,Mulato,Castanho-Escuro,Preto,Mesomorfo,Atletico,Incompativel
Femino,Alta,Capricornio,Caucasiano,Verde-Escuro,Ruivo-Escuro,Mesomorfo,Atletico,Quase-Incompativel
Femino,Acima-da-Media,Leao,Caucasiano,Verde-Medio,Castanho-Medio,Ectomorfo,Bombado,Quase-Incompativel
Femino,Alta,Aries,Afrodescendente,Verde-Medio,Grisalho,Endomorfo,Gordo,Quase-Incompativel
Masculino,Abaixo-da-Media,Capricornio,Mulato,Castanho-Escuro,Preto,Ectomorfo,Raquitico,Quase-Incompativel
Femino,Abaixo-da-Media,Gemeos,Mulato,Preto,Castanho-Medio,Endomorfo,Raquitico,Quase-Incompativel
Femino,Acima-da-Media,Peixes,Caucasiano,Verde-Escuro,Castanho-Medio,Mesomorfo,Atletico,Incompativel
Femino,Acima-da-Media,Touro,Afrodescendente,Castanho-Claro,Castanho-Medio,Ectomorfo,Gordo,Incompativel
Masculino,Baixa,Capricornio,Caucasiano,Castanho-Escuro,Loiro-Medio,Endomorfo,Atletico,Quase-Compativel
Masculino,Abaixo-da-Media,Aries,Asiatico,Preto,Castanho-Escuro,Endomorfo,Atletico,Incompativel
Femino,Baixa,Cancer,Caucasiano,Verde-claro,Ruivo-Escuro,Endomorfo,Bombado,Incompativel
Femino,Abaixo-da-Media,Cancer,Mulato,Castanho-Medio,Castanho-Escuro,Mesomorfo,Atletico,Incompativel
Masculino,Alta,Virgem,Mulato,Verde-Escuro,Castanho-Escuro,Ectomorfo,Atletico,Quase-Compativel
Masculino,Abaixo-da-Media,Touro,Afrodescendente,Castanho-Medio,Preto,Mesomorfo,Atletico,Quase-Incompativel
Femino,Acima-da-Media,Touro,Mulato,Castanho-Medio,Branco,Mesomorfo,Magro,Incompativel
Femino,Abaixo-da-Media,Aquario,Asiatico,Castanho-Claro,Castanho-Escuro,Endomorfo,Atletico,Incompativel
Femino,Alta,Gemeos,Afrodescendente,Verde-claro,Ruivo-Medio,Endomorfo,Raquitico,Incompativel
Masculino,Media,Capricornio,Mulato,Castanho-Escuro,Preto,Ectomorfo,Obeso,Incompativel
Femino,Acima-da-Media,Sagitario,Afrodescendente,Castanho-Escuro,Branco,Mesomorfo,Raquitico,Incompativel
