%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%	
%	Nome: Jhordan Abdalla Arrojo Martinez	
%	Nome: Stevan Mosquetti Ribeiro
%				
%											Perfil de Compatibilidade de Belinda
%	
%		Base de dados de rede social para classificar o nível de compatbilidade entre usuários baseado nos atributos abaixo:
%
% ATRIBUTO: sexo 			(nominal). 	Femino,Masculino.
% ATRIBUTO: popularidade 	(nominal). 	Alta,Acima-da-Media,Media,Abaixo-da-Media,Baixa.
% ATRIBUTO: signo 			(nominal). 	Aries,Touro,Gemeos,Cancer,Leao,Virgem,Libra,Escorpiao,Sagitario,Capricornio,Aquario,Peixes.
% ATRIBUTO: etnia 			(nominal). 	Caucasiano,Afrodescendente,Pardo,Mulato,Asiatico.
% ATRIBUTO: corDosOlhos 	(nominal). 	Azul-Claro,Azul-Escuro,Azul-Medio,Verde-claro,Verde-Escuro,Verde-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto.
% ATRIBUTO: corDoCabelo 	(nominal). 	Loiro-Claro,Loiro-Escuro,Loiro-Medio,Ruivo-claro,Ruivo-Escuro,Ruivo-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto,Branco,Grisalho.
% ATRIBUTO: biotipo 		(nominal)	Endomorfo,Ectomorfo,Mesomorfo.
% ATRIBUTO:	tipoFisico 		(nominal)	Gordo,Magro,Atletico,Bombado,Raquitico,Obeso.
% ATRIBUTO: classe 			(classe) 	Compativel,Incompativel,Quase-Compativel,Quase-Incompativel.
%
% EXEMPLO: Ashton Kutcher
%			popularidade: Alta
%			signo: Aquario
%			etnia: Caucasiano
%			corDosOlhos: Castanho-Escuro
%			corDoCabelo: Castanho-Escuro
%			biotipo: Ectomorfo
%			tipoFisico: Atletico
%			classe: Compativel
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

@RELATION perfil

@ATTRIBUTE sexo 			{Femino,Masculino}
@ATTRIBUTE popularidade		{Alta,Acima-da-Media,Media,Abaixo-da-Media,Baixa}
@ATTRIBUTE signo 			{Aries,Touro,Gemeos,Cancer,Leao,Virgem,Libra,Escorpiao,Sagitario,Capricornio,Aquario,Peixes}
@ATTRIBUTE etnia 			{Caucasiano,Afrodescendente,Pardo,Mulato,Asiatico}
@ATTRIBUTE corDosOlhos 		{Azul-Claro,Azul-Escuro,Azul-Medio,Verde-claro,Verde-Escuro,Verde-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto}
@ATTRIBUTE corDoCabelo 		{Loiro-Claro,Loiro-Escuro,Loiro-Medio,Ruivo-claro,Ruivo-Escuro,Ruivo-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto,Branco,Grisalho}
@ATTRIBUTE biotipo 			{Endomorfo,Ectomorfo,Mesomorfo}
@ATTRIBUTE tipoFisico 		{Gordo,Magro,Atletico,Bombado,Raquitico,Obeso}
@ATTRIBUTE classe			{Compativel,Incompativel,Quase-Compativel,Quase-Incompativel}

@DATA
Femino,Baixa,Cancer,Mulato,Castanho-Escuro,Castanho-Medio,Mesomorfo,Gordo,Quase-Incompativel
Femino,Baixa,Touro,Caucasiano,Castanho-Claro,Loiro-Claro,Mesomorfo,Gordo,Incompativel
Femino,Acima-da-Media,Libra,Afrodescendente,Castanho-Escuro,Castanho-Escuro,Endomorfo,Obeso,Quase-Incompativel
Masculino,Abaixo-da-Media,Libra,Caucasiano,Azul-Medio,Ruivo-claro,Ectomorfo,Magro,Incompativel
Femino,Alta,Gemeos,Mulato,Verde-claro,Branco,Mesomorfo,Obeso,Quase-Incompativel
Femino,Abaixo-da-Media,Virgem,Afrodescendente,Castanho-Escuro,Branco,Ectomorfo,Obeso,Incompativel
Femino,Alta,Aries,Pardo,Verde-Escuro,Ruivo-Medio,Mesomorfo,Gordo,Incompativel
Masculino,Acima-da-Media,Touro,Mulato,Castanho-Claro,Preto,Endomorfo,Gordo,Quase-Incompativel
Femino,Baixa,Cancer,Afrodescendente,Verde-Medio,Castanho-Claro,Ectomorfo,Bombado,Incompativel
Masculino,Acima-da-Media,Touro,Pardo,Castanho-Escuro,Branco,Endomorfo,Magro,Compativel
Masculino,Acima-da-Media,Leao,Mulato,Castanho-Claro,Ruivo-Medio,Mesomorfo,Atletico,Quase-Compativel
Masculino,Abaixo-da-Media,Leao,Afrodescendente,Verde-claro,Ruivo-Medio,Mesomorfo,Obeso,Incompativel
Femino,Alta,Aries,Afrodescendente,Verde-claro,Castanho-Claro,Mesomorfo,Gordo,Incompativel
Masculino,Baixa,Peixes,Mulato,Verde-Escuro,Castanho-Claro,Mesomorfo,Bombado,Quase-Incompativel
Femino,Baixa,Cancer,Caucasiano,Azul-Medio,Loiro-Escuro,Endomorfo,Atletico,Quase-Incompativel
Femino,Acima-da-Media,Capricornio,Caucasiano,Castanho-Escuro,Grisalho,Ectomorfo,Atletico,Quase-Incompativel
Femino,Alta,Gemeos,Pardo,Verde-Escuro,Ruivo-Medio,Ectomorfo,Gordo,Incompativel
Masculino,Abaixo-da-Media,Capricornio,Pardo,Castanho-Medio,Ruivo-Medio,Endomorfo,Magro,Quase-Compativel
Masculino,Abaixo-da-Media,Leao,Asiatico,Castanho-Escuro,Grisalho,Endomorfo,Magro,Quase-Incompativel
Masculino,Alta,Sagitario,Mulato,Castanho-Medio,Preto,Ectomorfo,Bombado,Quase-Compativel
Masculino,Baixa,Libra,Caucasiano,Azul-Claro,Preto,Mesomorfo,Bombado,Incompativel
Femino,Baixa,Aquario,Mulato,Castanho-Escuro,Ruivo-Medio,Mesomorfo,Obeso,Quase-Incompativel
Masculino,Media,Leao,Pardo,Castanho-Claro,Grisalho,Ectomorfo,Bombado,Quase-Compativel
Femino,Abaixo-da-Media,Aquario,Caucasiano,Verde-Medio,Loiro-Escuro,Mesomorfo,Atletico,Quase-Incompativel
Femino,Media,Peixes,Pardo,Verde-claro,Castanho-Escuro,Ectomorfo,Bombado,Quase-Incompativel
Femino,Alta,Leao,Asiatico,Preto,Branco,Endomorfo,Obeso,Incompativel
Masculino,Baixa,Libra,Pardo,Castanho-Escuro,Ruivo-Medio,Ectomorfo,Magro,Incompativel
Femino,Baixa,Leao,Asiatico,Preto,Castanho-Escuro,Ectomorfo,Bombado,Incompativel
Masculino,Acima-da-Media,Sagitario,Asiatico,Castanho-Escuro,Ruivo-Medio,Mesomorfo,Magro,Quase-Compativel
Femino,Acima-da-Media,Sagitario,Caucasiano,Castanho-Medio,Branco,Mesomorfo,Gordo,Quase-Incompativel
Masculino,Abaixo-da-Media,Peixes,Caucasiano,Castanho-Claro,Castanho-Medio,Endomorfo,Atletico,Quase-Incompativel
Femino,Abaixo-da-Media,Leao,Caucasiano,Preto,Loiro-Escuro,Ectomorfo,Obeso,Quase-Incompativel
Femino,Acima-da-Media,Cancer,Afrodescendente,Castanho-Claro,Ruivo-Medio,Ectomorfo,Atletico,Quase-Incompativel
Femino,Alta,Libra,Afrodescendente,Verde-claro,Castanho-Escuro,Endomorfo,Obeso,Incompativel
Masculino,Baixa,Escorpiao,Mulato,Verde-Medio,Preto,Mesomorfo,Obeso,Quase-Incompativel
Femino,Alta,Aries,Afrodescendente,Castanho-Claro,Preto,Endomorfo,Obeso,Quase-Incompativel
Masculino,Acima-da-Media,Gemeos,Asiatico,Castanho-Escuro,Grisalho,Endomorfo,Magro,Incompativel
Femino,Alta,Gemeos,Pardo,Preto,Grisalho,Mesomorfo,Magro,Quase-Incompativel
Femino,Acima-da-Media,Gemeos,Afrodescendente,Castanho-Medio,Grisalho,Endomorfo,Obeso,Quase-Incompativel
Masculino,Abaixo-da-Media,Gemeos,Afrodescendente,Verde-Medio,Preto,Ectomorfo,Obeso,Incompativel
Femino,Alta,Capricornio,Mulato,Verde-Escuro,Branco,Ectomorfo,Obeso,Incompativel
Femino,Abaixo-da-Media,Gemeos,Mulato,Preto,Grisalho,Mesomorfo,Obeso,Quase-Incompativel
Femino,Baixa,Capricornio,Caucasiano,Preto,Preto,Endomorfo,Gordo,Quase-Incompativel
Femino,Acima-da-Media,Aquario,Afrodescendente,Castanho-Claro,Ruivo-Medio,Endomorfo,Bombado,Quase-Incompativel
Masculino,Acima-da-Media,Aries,Pardo,Verde-claro,Ruivo-Medio,Endomorfo,Magro,Quase-Compativel
Femino,Media,Libra,Mulato,Preto,Ruivo-Medio,Mesomorfo,Obeso,Quase-Incompativel
Masculino,Alta,Peixes,Afrodescendente,Castanho-Escuro,Grisalho,Mesomorfo,Atletico,Compativel
Masculino,Acima-da-Media,Leao,Asiatico,Castanho-Escuro,Castanho-Claro,Ectomorfo,Bombado,Quase-Compativel
Femino,Abaixo-da-Media,Aquario,Mulato,Verde-claro,Ruivo-Medio,Endomorfo,Raquitico,Incompativel
Femino,Baixa,Libra,Pardo,Preto,Castanho-Claro,Endomorfo,Obeso,Incompativel
Masculino,Baixa,Sagitario,Afrodescendente,Verde-Escuro,Castanho-Claro,Ectomorfo,Bombado,Quase-Incompativel
Masculino,Acima-da-Media,Aquario,Mulato,Castanho-Medio,Castanho-Medio,Mesomorfo,Magro,Quase-Compativel
Masculino,Alta,Capricornio,Pardo,Verde-claro,Grisalho,Endomorfo,Bombado,Compativel
Masculino,Alta,Sagitario,Asiatico,Preto,Ruivo-Medio,Ectomorfo,Raquitico,Incompativel
Femino,Abaixo-da-Media,Aries,Afrodescendente,Castanho-Escuro,Grisalho,Ectomorfo,Bombado,Incompativel
Masculino,Media,Peixes,Afrodescendente,Verde-claro,Grisalho,Mesomorfo,Gordo,Incompativel
Masculino,Abaixo-da-Media,Aquario,Mulato,Verde-Medio,Castanho-Escuro,Ectomorfo,Obeso,Quase-Incompativel
Masculino,Alta,Aries,Afrodescendente,Castanho-Escuro,Preto,Mesomorfo,Obeso,Quase-Incompativel
Femino,Alta,Libra,Afrodescendente,Verde-claro,Preto,Endomorfo,Obeso,Quase-Incompativel
Masculino,Acima-da-Media,Libra,Pardo,Castanho-Escuro,Ruivo-Medio,Ectomorfo,Obeso,Quase-Incompativel
Femino,Alta,Escorpiao,Mulato,Preto,Branco,Ectomorfo,Gordo,Incompativel
Masculino,Alta,Libra,Caucasiano,Castanho-Claro,Loiro-Escuro,Endomorfo,Magro,Compativel
Femino,Baixa,Sagitario,Afrodescendente,Verde-claro,Grisalho,Endomorfo,Obeso,Quase-Incompativel
Masculino,Baixa,Sagitario,Mulato,Castanho-Escuro,Castanho-Medio,Mesomorfo,Obeso,Quase-Incompativel
Masculino,Baixa,Capricornio,Caucasiano,Preto,Castanho-Claro,Ectomorfo,Raquitico,Compativel
Masculino,Abaixo-da-Media,Escorpiao,Afrodescendente,Verde-Escuro,Grisalho,Ectomorfo,Gordo,Incompativel
Femino,Baixa,Cancer,Caucasiano,Verde-Escuro,Ruivo-Escuro,Ectomorfo,Atletico,Quase-Incompativel
Femino,Baixa,Leao,Afrodescendente,Verde-Escuro,Castanho-Medio,Ectomorfo,Atletico,Quase-Incompativel
Femino,Alta,Gemeos,Asiatico,Preto,Castanho-Claro,Endomorfo,Gordo,Quase-Incompativel
Masculino,Alta,Aries,Pardo,Castanho-Claro,Branco,Endomorfo,Obeso,Compativel
Masculino,Acima-da-Media,Virgem,Pardo,Castanho-Escuro,Castanho-Claro,Mesomorfo,Obeso,Quase-Incompativel
Masculino,Alta,Gemeos,Mulato,Verde-Medio,Branco,Mesomorfo,Atletico,Quase-Incompativel
Femino,Acima-da-Media,Aries,Caucasiano,Verde-Medio,Branco,Ectomorfo,Atletico,Quase-Incompativel
Femino,Alta,Sagitario,Pardo,Castanho-Medio,Castanho-Escuro,Mesomorfo,Raquitico,Incompativel
Femino,Acima-da-Media,Capricornio,Mulato,Castanho-Claro,Ruivo-Medio,Endomorfo,Obeso,Quase-Incompativel
Masculino,Baixa,Touro,Asiatico,Castanho-Escuro,Castanho-Escuro,Ectomorfo,Bombado,Incompativel
Femino,Alta,Cancer,Afrodescendente,Castanho-Medio,Branco,Ectomorfo,Magro,Quase-Incompativel
Femino,Abaixo-da-Media,Touro,Asiatico,Preto,Castanho-Claro,Ectomorfo,Bombado,Incompativel
Femino,Abaixo-da-Media,Cancer,Asiatico,Preto,Preto,Endomorfo,Magro,Quase-Incompativel
Masculino,Alta,Virgem,Asiatico,Castanho-Escuro,Branco,Endomorfo,Gordo,Compativel
Masculino,Abaixo-da-Media,Escorpiao,Mulato,Preto,Branco,Mesomorfo,Magro,Incompativel
Femino,Media,Gemeos,Asiatico,Preto,Ruivo-Medio,Ectomorfo,Bombado,Quase-Incompativel
Femino,Abaixo-da-Media,Virgem,Mulato,Castanho-Claro,Grisalho,Endomorfo,Raquitico,Quase-Incompativel
Femino,Baixa,Escorpiao,Mulato,Verde-claro,Castanho-Claro,Mesomorfo,Atletico,Quase-Incompativel
Femino,Media,Aries,Asiatico,Castanho-Claro,Castanho-Escuro,Mesomorfo,Raquitico,Quase-Compativel
Masculino,Baixa,Virgem,Asiatico,Preto,Branco,Mesomorfo,Gordo,Compativel
Femino,Baixa,Capricornio,Caucasiano,Preto,Preto,Mesomorfo,Obeso,Quase-Incompativel
Femino,Media,Virgem,Asiatico,Castanho-Claro,Castanho-Escuro,Mesomorfo,Magro,Incompativel
Masculino,Acima-da-Media,Capricornio,Caucasiano,Verde-Escuro,Ruivo-Medio,Ectomorfo,Bombado,Quase-Incompativel
Masculino,Baixa,Touro,Afrodescendente,Castanho-Claro,Castanho-Claro,Ectomorfo,Atletico,Incompativel
Masculino,Alta,Touro,Pardo,Castanho-Escuro,Castanho-Medio,Ectomorfo,Atletico,Quase-Compativel
Masculino,Abaixo-da-Media,Aquario,Mulato,Preto,Castanho-Medio,Ectomorfo,Atletico,Incompativel
Femino,Acima-da-Media,Libra,Mulato,Castanho-Escuro,Castanho-Claro,Mesomorfo,Raquitico,Quase-Incompativel
Femino,Abaixo-da-Media,Virgem,Caucasiano,Azul-Escuro,Loiro-Escuro,Endomorfo,Raquitico,Quase-Incompativel
Femino,Alta,Touro,Caucasiano,Azul-Escuro,Ruivo-Escuro,Mesomorfo,Raquitico,Quase-Incompativel
Masculino,Baixa,Cancer,Pardo,Preto,Grisalho,Endomorfo,Bombado,Quase-Incompativel
Masculino,Media,Libra,Mulato,Verde-claro,Castanho-Escuro,Endomorfo,Gordo,Quase-Compativel
Masculino,Alta,Aries,Caucasiano,Castanho-Medio,Ruivo-Medio,Endomorfo,Magro,Compativel
Masculino,Baixa,Escorpiao,Caucasiano,Azul-Escuro,Castanho-Claro,Endomorfo,Atletico,Incompativel
Masculino,Acima-da-Media,Cancer,Caucasiano,Verde-Escuro,Castanho-Medio,Ectomorfo,Obeso,Incompativel
Masculino,Alta,Escorpiao,Afrodescendente,Preto,Grisalho,Mesomorfo,Magro,Incompativel
Femino,Acima-da-Media,Capricornio,Asiatico,Preto,Preto,Endomorfo,Obeso,Quase-Incompativel
Masculino,Alta,Cancer,Afrodescendente,Verde-Escuro,Castanho-Escuro,Endomorfo,Magro,Incompativel
Masculino,Baixa,Aquario,Mulato,Verde-Medio,Branco,Ectomorfo,Raquitico,Compativel
Masculino,Abaixo-da-Media,Escorpiao,Caucasiano,Preto,Preto,Mesomorfo,Obeso,Quase-Incompativel
Femino,Baixa,Sagitario,Caucasiano,Azul-Medio,Grisalho,Endomorfo,Obeso,Incompativel
Masculino,Baixa,Escorpiao,Afrodescendente,Preto,Castanho-Escuro,Mesomorfo,Magro,Incompativel
Femino,Alta,Gemeos,Mulato,Castanho-Medio,Castanho-Claro,Ectomorfo,Magro,Incompativel
Femino,Acima-da-Media,Virgem,Pardo,Preto,Castanho-Medio,Ectomorfo,Obeso,Incompativel
Masculino,Alta,Capricornio,Asiatico,Castanho-Medio,Grisalho,Mesomorfo,Bombado,Compativel
Masculino,Alta,Escorpiao,Mulato,Castanho-Escuro,Preto,Ectomorfo,Atletico,Quase-Incompativel
Femino,Abaixo-da-Media,Gemeos,Pardo,Verde-Escuro,Preto,Ectomorfo,Atletico,Quase-Incompativel
Masculino,Acima-da-Media,Peixes,Pardo,Castanho-Medio,Branco,Ectomorfo,Bombado,Compativel
Masculino,Acima-da-Media,Aquario,Mulato,Castanho-Medio,Preto,Mesomorfo,Obeso,Incompativel
Femino,Alta,Libra,Pardo,Verde-claro,Ruivo-Medio,Mesomorfo,Raquitico,Quase-Incompativel
Femino,Abaixo-da-Media,Peixes,Mulato,Castanho-Escuro,Preto,Endomorfo,Atletico,Quase-Incompativel
Masculino,Abaixo-da-Media,Leao,Mulato,Castanho-Escuro,Castanho-Escuro,Mesomorfo,Atletico,Quase-Compativel
Femino,Alta,Libra,Asiatico,Preto,Castanho-Escuro,Ectomorfo,Gordo,Incompativel
Femino,Acima-da-Media,Leao,Caucasiano,Castanho-Claro,Castanho-Escuro,Ectomorfo,Obeso,Incompativel
Masculino,Baixa,Aquario,Caucasiano,Verde-Escuro,Ruivo-Escuro,Mesomorfo,Obeso,Quase-Incompativel
Masculino,Alta,Capricornio,Pardo,Castanho-Claro,Grisalho,Mesomorfo,Atletico,Quase-Compativel
Femino,Acima-da-Media,Capricornio,Asiatico,Castanho-Escuro,Branco,Endomorfo,Raquitico,Quase-Incompativel
Femino,Abaixo-da-Media,Aries,Asiatico,Castanho-Claro,Branco,Mesomorfo,Atletico,Incompativel
Masculino,Media,Cancer,Mulato,Castanho-Medio,Castanho-Claro,Endomorfo,Raquitico,Quase-Compativel
Masculino,Acima-da-Media,Touro,Asiatico,Castanho-Medio,Ruivo-Medio,Endomorfo,Atletico,Incompativel
Masculino,Media,Peixes,Asiatico,Castanho-Escuro,Ruivo-Medio,Mesomorfo,Raquitico,Quase-Compativel
Femino,Acima-da-Media,Aquario,Caucasiano,Castanho-Medio,Loiro-Medio,Ectomorfo,Atletico,Incompativel
Femino,Baixa,Virgem,Mulato,Castanho-Medio,Castanho-Medio,Endomorfo,Raquitico,Quase-Incompativel
Femino,Alta,Sagitario,Asiatico,Castanho-Medio,Castanho-Claro,Endomorfo,Bombado,Quase-Incompativel
Femino,Media,Sagitario,Caucasiano,Azul-Claro,Loiro-Medio,Endomorfo,Atletico,Quase-Incompativel
Masculino,Abaixo-da-Media,Peixes,Pardo,Castanho-Escuro,Castanho-Escuro,Ectomorfo,Gordo,Compativel
Femino,Media,Sagitario,Caucasiano,Azul-Escuro,Branco,Ectomorfo,Obeso,Quase-Incompativel
Masculino,Acima-da-Media,Cancer,Pardo,Castanho-Claro,Grisalho,Ectomorfo,Atletico,Incompativel
Femino,Baixa,Peixes,Pardo,Castanho-Escuro,Preto,Ectomorfo,Obeso,Quase-Incompativel
Femino,Alta,Touro,Caucasiano,Castanho-Medio,Castanho-Medio,Endomorfo,Obeso,Incompativel
Femino,Acima-da-Media,Touro,Caucasiano,Verde-claro,Ruivo-Escuro,Endomorfo,Magro,Incompativel
Masculino,Media,Virgem,Afrodescendente,Verde-claro,Castanho-Claro,Ectomorfo,Atletico,Quase-Compativel
Masculino,Alta,Touro,Caucasiano,Azul-Medio,Castanho-Claro,Ectomorfo,Gordo,Compativel
Masculino,Alta,Escorpiao,Mulato,Verde-claro,Branco,Endomorfo,Atletico,Quase-Compativel
Femino,Acima-da-Media,Gemeos,Asiatico,Castanho-Claro,Branco,Mesomorfo,Obeso,Incompativel
Masculino,Baixa,Aquario,Mulato,Castanho-Medio,Castanho-Claro,Mesomorfo,Raquitico,Quase-Incompativel
Femino,Acima-da-Media,Virgem,Pardo,Castanho-Medio,Ruivo-Medio,Ectomorfo,Bombado,Quase-Incompativel
Masculino,Acima-da-Media,Capricornio,Asiatico,Castanho-Escuro,Branco,Endomorfo,Raquitico,Quase-Compativel
Masculino,Baixa,Peixes,Pardo,Castanho-Claro,Castanho-Escuro,Ectomorfo,Obeso,Quase-Incompativel
Femino,Abaixo-da-Media,Leao,Caucasiano,Castanho-Medio,Loiro-Medio,Ectomorfo,Raquitico,Incompativel
Femino,Alta,Touro,Asiatico,Castanho-Medio,Ruivo-Medio,Mesomorfo,Obeso,Incompativel
Masculino,Media,Cancer,Asiatico,Preto,Branco,Mesomorfo,Gordo,Quase-Compativel
Masculino,Abaixo-da-Media,Cancer,Asiatico,Castanho-Escuro,Castanho-Escuro,Endomorfo,Magro,Quase-Incompativel
Masculino,Baixa,Leao,Mulato,Castanho-Medio,Ruivo-Medio,Endomorfo,Bombado,Incompativel
Femino,Abaixo-da-Media,Libra,Caucasiano,Verde-claro,Ruivo-claro,Ectomorfo,Bombado,Quase-Incompativel
Femino,Abaixo-da-Media,Gemeos,Asiatico,Castanho-Escuro,Castanho-Claro,Ectomorfo,Bombado,Quase-Incompativel
Masculino,Alta,Leao,Caucasiano,Verde-claro,Castanho-Medio,Mesomorfo,Atletico,Quase-Compativel
Masculino,Baixa,Touro,Asiatico,Castanho-Claro,Grisalho,Mesomorfo,Bombado,Incompativel
Masculino,Baixa,Cancer,Asiatico,Castanho-Medio,Grisalho,Mesomorfo,Atletico,Incompativel
Masculino,Baixa,Libra,Afrodescendente,Verde-Escuro,Ruivo-Medio,Endomorfo,Gordo,Quase-Incompativel
Femino,Abaixo-da-Media,Cancer,Asiatico,Castanho-Claro,Castanho-Medio,Endomorfo,Magro,Quase-Incompativel
Femino,Media,Leao,Asiatico,Castanho-Escuro,Ruivo-Medio,Ectomorfo,Bombado,Incompativel
Femino,Baixa,Leao,Caucasiano,Verde-claro,Grisalho,Ectomorfo,Atletico,Quase-Incompativel
Masculino,Acima-da-Media,Capricornio,Caucasiano,Castanho-Claro,Ruivo-Medio,Mesomorfo,Gordo,Quase-Incompativel
Masculino,Abaixo-da-Media,Libra,Caucasiano,Azul-Claro,Loiro-Escuro,Mesomorfo,Gordo,Quase-Incompativel
Masculino,Baixa,Escorpiao,Asiatico,Preto,Preto,Mesomorfo,Magro,Quase-Incompativel
Masculino,Acima-da-Media,Touro,Caucasiano,Verde-claro,Ruivo-Escuro,Ectomorfo,Raquitico,Incompativel
Femino,Alta,Touro,Mulato,Verde-Escuro,Castanho-Escuro,Mesomorfo,Atletico,Incompativel
Femino,Acima-da-Media,Capricornio,Caucasiano,Azul-Claro,Castanho-Escuro,Endomorfo,Magro,Quase-Incompativel
Masculino,Media,Gemeos,Caucasiano,Verde-claro,Ruivo-Medio,Mesomorfo,Bombado,Quase-Incompativel
Femino,Media,Leao,Caucasiano,Castanho-Claro,Ruivo-Medio,Ectomorfo,Atletico,Incompativel
Masculino,Acima-da-Media,Libra,Caucasiano,Azul-Claro,Ruivo-Medio,Ectomorfo,Raquitico,Incompativel
Femino,Baixa,Aries,Asiatico,Preto,Branco,Endomorfo,Obeso,Quase-Incompativel
Femino,Alta,Peixes,Asiatico,Castanho-Claro,Preto,Endomorfo,Gordo,Incompativel
Masculino,Abaixo-da-Media,Touro,Pardo,Verde-claro,Grisalho,Endomorfo,Magro,Quase-Incompativel
Femino,Abaixo-da-Media,Touro,Afrodescendente,Preto,Castanho-Claro,Mesomorfo,Bombado,Quase-Incompativel
Masculino,Baixa,Leao,Mulato,Castanho-Escuro,Castanho-Escuro,Endomorfo,Atletico,Incompativel
Masculino,Acima-da-Media,Peixes,Pardo,Verde-Escuro,Castanho-Claro,Ectomorfo,Raquitico,Incompativel
Masculino,Acima-da-Media,Capricornio,Asiatico,Castanho-Claro,Castanho-Claro,Ectomorfo,Atletico,Quase-Compativel
Masculino,Media,Aries,Pardo,Castanho-Claro,Castanho-Claro,Endomorfo,Gordo,Compativel
Femino,Media,Aquario,Afrodescendente,Castanho-Escuro,Preto,Mesomorfo,Obeso,Quase-Incompativel
Masculino,Alta,Peixes,Caucasiano,Verde-claro,Loiro-Medio,Ectomorfo,Obeso,Quase-Incompativel
Masculino,Alta,Aries,Caucasiano,Castanho-Escuro,Loiro-Medio,Mesomorfo,Magro,Compativel
Femino,Media,Virgem,Mulato,Verde-Escuro,Ruivo-Medio,Endomorfo,Magro,Quase-Incompativel
Masculino,Abaixo-da-Media,Sagitario,Caucasiano,Castanho-Medio,Ruivo-Escuro,Endomorfo,Atletico,Incompativel
Masculino,Acima-da-Media,Leao,Caucasiano,Castanho-Escuro,Branco,Endomorfo,Raquitico,Quase-Compativel
Masculino,Alta,Aries,Caucasiano,Castanho-Escuro,Ruivo-Medio,Ectomorfo,Gordo,Compativel
Masculino,Alta,Gemeos,Afrodescendente,Verde-Escuro,Branco,Ectomorfo,Magro,Quase-Incompativel
Masculino,Abaixo-da-Media,Sagitario,Mulato,Preto,Ruivo-Medio,Endomorfo,Atletico,Incompativel
Femino,Acima-da-Media,Aquario,Caucasiano,Verde-Escuro,Loiro-Medio,Endomorfo,Magro,Incompativel
Femino,Acima-da-Media,Capricornio,Asiatico,Preto,Castanho-Claro,Ectomorfo,Atletico,Quase-Incompativel
Masculino,Alta,Aries,Caucasiano,Preto,Ruivo-Medio,Ectomorfo,Magro,Incompativel
Masculino,Abaixo-da-Media,Touro,Caucasiano,Azul-Claro,Loiro-Claro,Mesomorfo,Magro,Quase-Incompativel
Masculino,Baixa,Libra,Afrodescendente,Verde-claro,Grisalho,Mesomorfo,Gordo,Quase-Incompativel
Femino,Media,Peixes,Pardo,Preto,Branco,Mesomorfo,Bombado,Incompativel
Masculino,Alta,Leao,Pardo,Verde-Escuro,Grisalho,Mesomorfo,Bombado,Quase-Incompativel
Femino,Media,Aquario,Asiatico,Castanho-Medio,Castanho-Escuro,Endomorfo,Bombado,Quase-Incompativel
Femino,Media,Touro,Afrodescendente,Verde-claro,Ruivo-Medio,Endomorfo,Raquitico,Incompativel
Femino,Acima-da-Media,Peixes,Afrodescendente,Verde-claro,Grisalho,Mesomorfo,Atletico,Incompativel
Femino,Alta,Cancer,Afrodescendente,Castanho-Medio,Ruivo-Medio,Endomorfo,Gordo,Incompativel
Femino,Baixa,Leao,Asiatico,Castanho-Escuro,Castanho-Escuro,Endomorfo,Gordo,Quase-Incompativel
Femino,Alta,Cancer,Pardo,Castanho-Medio,Castanho-Medio,Mesomorfo,Obeso,Quase-Incompativel
Masculino,Baixa,Aries,Caucasiano,Verde-claro,Castanho-Escuro,Mesomorfo,Atletico,Incompativel
Masculino,Media,Aries,Mulato,Castanho-Medio,Ruivo-Medio,Endomorfo,Raquitico,Compativel
Femino,Baixa,Touro,Afrodescendente,Verde-Medio,Preto,Mesomorfo,Obeso,Quase-Incompativel
Femino,Acima-da-Media,Capricornio,Pardo,Verde-Medio,Branco,Endomorfo,Obeso,Quase-Incompativel
Masculino,Media,Peixes,Asiatico,Castanho-Medio,Preto,Endomorfo,Magro,Incompativel
Femino,Abaixo-da-Media,Leao,Caucasiano,Castanho-Escuro,Ruivo-claro,Endomorfo,Bombado,Quase-Incompativel
Femino,Baixa,Libra,Pardo,Preto,Castanho-Claro,Ectomorfo,Bombado,Quase-Incompativel
Masculino,Baixa,Libra,Asiatico,Castanho-Escuro,Branco,Mesomorfo,Atletico,Incompativel
Masculino,Alta,Sagitario,Pardo,Castanho-Escuro,Castanho-Claro,Ectomorfo,Raquitico,Compativel
Femino,Media,Touro,Asiatico,Preto,Castanho-Medio,Endomorfo,Raquitico,Incompativel
Masculino,Baixa,Sagitario,Asiatico,Castanho-Medio,Branco,Endomorfo,Magro,Incompativel
Masculino,Baixa,Gemeos,Caucasiano,Azul-Claro,Ruivo-Medio,Mesomorfo,Gordo,Quase-Incompativel
