%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%		
%	Nome: Jhordan Abdalla Arrojo Martinez
%	Nome: Stevan Mosquetti Ribeiro
%							
%											24 Horas de Le Mans
%											(24 Heures du Mans)
%
%
%	Base de dados com registros de veículos da competição. Em Le Mans todos os veículos correm ao mesmo tempo mas só competem por colocações dentro de suas respectivas classes, estas são:
%
%	°LMP1: Le Mans Prototype 1; 
%	°LMP2: Le Mans Prototype 2; 
%	°LM_GTE_Pro: Le Mans Grand Touring Endurance Professional; 
%	°LM_GTE_Am: Le Mans Grand Touring Endurance Amateur.
%
%
% ATRIBUTO: velocidade (contínuo, REAL). Define a velocidade máxima (mph) do veículo (maior = melhor).
% ATRIBUTO: peso (contínuo, REAL). Define o peso do veículo (influência na dirigibilidade e aceleração, maior = pior).
% ATRIBUTO: potencia (contínuo, REAL). Define a força do motor em cavalos de potência (influencia na velocidade e aceleração, maior = melhor).
% ATRIBUTO:	idade (contínuo, REAL). Define por quantos anos o modelo do veículo está em produção (competidores da categoria LM_GTE_Am não podem correr com veículos de modelo mais novo que 1 ano). 
% ATRIBUTO: categoria (classe) LMP1, LMP2, LM_GTE_Pro, LM_GTE_Am. Define a categoria em que o veículo estará competindo.
%
% EXEMPLO: Aston Martin Vantage GT2
%			velocidade: 200
%			peso: 1245 
%			potencia: 500
%			idade: 0
%			categoria: LM_GTE_Pro
%
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

@RELATION lemans

@ATTRIBUTE velocidade			REAL					
@ATTRIBUTE peso					REAL				
@ATTRIBUTE potencia				REAL	
@ATTRIBUTE idade				REAL	
@ATTRIBUTE categoria			{LMP1,LMP2,LM_GTE_Pro,LM_GTE_Am}					

@DATA
190,1246,541,1,LM_GTE_Pro
204,969,509,0,LMP2
212,946,541,0,LMP2
201,924,565,0,LMP2
192,1225,461,0,LM_GTE_Pro
195,1209,519,0,LM_GTE_Pro
192,1257,451,1,LM_GTE_Pro
214,950,569,0,LMP2
200,996,528,0,LMP2
200,962,496,0,LMP2
193,1204,536,0,LM_GTE_Pro
208,907,526,0,LMP2
220,950,1220,0,LMP1
199,1253,519,1,LM_GTE_Pro
205,902,509,0,LMP2
216,940,1166,0,LMP1
216,906,1114,0,LMP1
206,968,488,0,LMP2
209,919,540,0,LMP2
194,1211,502,1,LM_GTE_Pro
205,974,495,0,LMP2
219,881,1146,0,LMP1
199,1279,499,1,LM_GTE_Pro
214,936,554,0,LMP2
201,987,550,0,LMP2
193,1257,451,0,LM_GTE_Pro
217,948,1182,0,LMP1
207,979,562,0,LMP2
193,1235,536,0,LM_GTE_Pro
218,946,1163,0,LMP1
191,1222,468,0,LM_GTE_Pro
205,984,519,0,LMP2
193,1204,493,1,LM_GTE_Pro
190,1254,507,0,LM_GTE_Pro
210,906,566,0,LMP2
193,1237,497,1,LM_GTE_Pro
200,925,542,0,LMP2
190,1205,463,0,LM_GTE_Pro
217,869,1056,0,LMP1
205,922,517,0,LMP2
213,935,518,0,LMP2
208,940,508,0,LMP2
200,921,544,0,LMP2
198,1246,510,1,LM_GTE_Am
192,1236,450,0,LM_GTE_Pro
194,1226,456,0,LM_GTE_Pro
201,900,497,0,LMP2
207,901,544,0,LMP2
214,969,539,0,LMP2
203,967,539,0,LMP2
215,852,1080,0,LMP1
192,1264,532,1,LM_GTE_Pro
219,899,1238,0,LMP1
203,971,538,0,LMP2
209,946,541,0,LMP2
215,938,1053,0,LMP1
216,853,1008,0,LMP1
192,1269,520,0,LM_GTE_Pro
214,906,516,0,LMP2
211,956,513,0,LMP2
194,1214,554,0,LM_GTE_Pro
213,906,534,0,LMP2
202,918,551,0,LMP2
220,950,1029,0,LMP1
211,976,556,0,LMP2
206,967,505,0,LMP2
215,942,1109,0,LMP1
206,935,566,0,LMP2
202,972,493,0,LMP2
217,886,1100,0,LMP1
218,916,1104,0,LMP1
206,977,482,0,LMP2
201,910,480,0,LMP2
195,1277,546,1,LM_GTE_Pro
218,946,1192,0,LMP1
211,969,537,0,LMP2
214,915,561,0,LMP2
210,907,540,0,LMP2
210,978,484,0,LMP2
191,1264,529,0,LM_GTE_Pro
195,1220,513,0,LM_GTE_Pro
211,990,531,0,LMP2
214,910,567,0,LMP2
205,996,535,0,LMP2
202,918,541,0,LMP2
194,1223,484,0,LM_GTE_Pro
219,855,1031,0,LMP1
216,945,1158,0,LMP1
208,979,531,0,LMP2
202,942,503,0,LMP2
217,933,1010,0,LMP1
204,967,529,0,LMP2
198,1264,547,1,LM_GTE_Pro
200,955,512,0,LMP2
201,990,497,0,LMP2
192,1260,496,1,LM_GTE_Pro
216,898,1135,0,LMP1
216,924,1174,0,LMP1
193,1201,524,0,LM_GTE_Pro
217,922,1221,0,LMP1
197,1264,523,1,LM_GTE_Pro
220,874,1095,0,LMP1
217,866,1066,0,LMP1
204,978,510,0,LMP2
209,949,494,0,LMP2
193,1234,474,1,LM_GTE_Pro
219,859,1148,0,LMP1
194,1242,540,1,LM_GTE_Pro
199,1248,452,0,LM_GTE_Pro
219,943,1205,0,LMP1
190,1213,502,1,LM_GTE_Pro
210,936,536,0,LMP2
192,1249,521,1,LM_GTE_Pro
209,965,481,0,LMP2
190,1201,504,0,LM_GTE_Pro
209,954,545,0,LMP2
220,903,987,0,LMP1
210,981,500,0,LMP2
212,919,507,0,LMP2
193,1217,563,1,LM_GTE_Pro
218,934,1026,0,LMP1
194,1226,473,0,LM_GTE_Pro
218,900,983,0,LMP1
216,950,1179,0,LMP1
195,1268,545,0,LM_GTE_Pro
202,936,501,0,LMP2
198,1271,560,0,LM_GTE_Pro
210,937,543,0,LMP2
202,904,551,0,LMP2
215,919,1112,0,LMP1
219,915,1161,0,LMP1
206,964,543,0,LMP2
192,1211,486,1,LM_GTE_Pro
202,945,486,0,LMP2
198,1230,563,1,LM_GTE_Pro
194,1258,516,1,LM_GTE_Pro
209,919,498,0,LMP2
213,998,491,0,LMP2
202,908,515,0,LMP2
214,945,491,0,LMP2
213,954,485,0,LMP2
220,907,1210,0,LMP1
211,984,550,0,LMP2
203,904,528,0,LMP2
196,1220,557,0,LM_GTE_Pro
193,1263,527,1,LM_GTE_Pro
197,1203,559,1,LM_GTE_Pro
197,1202,453,1,LM_GTE_Am
193,1258,522,1,LM_GTE_Pro
207,954,485,0,LMP2
198,1240,516,1,LM_GTE_Pro
215,931,1059,0,LMP1
220,867,1018,0,LMP1
195,1232,527,0,LM_GTE_Pro
195,1241,558,0,LM_GTE_Pro
191,1206,553,0,LM_GTE_Pro
210,995,513,0,LMP2
197,1249,517,0,LM_GTE_Pro
211,973,518,0,LMP2
208,940,510,0,LMP2
205,970,489,0,LMP2
209,932,493,0,LMP2
200,968,522,0,LMP2
216,930,990,0,LMP1
202,936,556,0,LMP2
195,1215,477,0,LM_GTE_Pro
198,1266,560,1,LM_GTE_Pro
215,948,1094,0,LMP1
210,964,496,0,LMP2
215,929,1015,0,LMP1
190,1208,453,0,LM_GTE_Pro
204,940,556,0,LMP2
192,1265,494,1,LM_GTE_Pro
208,949,549,0,LMP2
212,974,481,0,LMP2
216,926,1061,0,LMP1
218,908,1207,0,LMP1
191,1234,544,1,LM_GTE_Pro
202,936,569,0,LMP2
202,950,537,0,LMP2
190,1212,550,1,LM_GTE_Pro
198,1237,462,1,LM_GTE_Pro
199,1230,546,1,LM_GTE_Pro
191,1237,526,1,LM_GTE_Pro
217,885,1162,0,LMP1
198,1264,490,0,LM_GTE_Pro
217,935,1082,0,LMP1
198,1261,522,0,LM_GTE_Pro
210,903,528,0,LMP2
191,1245,547,1,LM_GTE_Pro
192,1242,470,0,LM_GTE_Pro
193,1238,463,0,LM_GTE_Pro
216,949,1016,0,LMP1
197,1266,450,0,LM_GTE_Pro
197,1201,537,1,LM_GTE_Pro
211,999,564,0,LMP2
195,1257,562,0,LM_GTE_Pro
201,936,495,0,LMP2
208,941,518,0,LMP2
194,1280,493,1,LM_GTE_Pro
211,949,527,0,LMP2
206,975,485,0,LMP2
204,928,555,0,LMP2
204,962,527,0,LMP2
207,906,488,0,LMP2
195,1276,552,1,LM_GTE_Pro
192,1219,481,0,LM_GTE_Pro
205,909,523,0,LMP2
218,913,1049,0,LMP1
218,851,1006,0,LMP1
215,889,1143,0,LMP1
217,942,1238,0,LMP1
217,910,1071,0,LMP1
196,1269,551,0,LM_GTE_Pro
209,970,496,0,LMP2
198,1255,519,0,LM_GTE_Pro
191,1214,498,1,LM_GTE_Pro
193,1235,512,1,LM_GTE_Pro
190,1270,473,1,LM_GTE_Pro
206,900,489,0,LMP2
217,943,1229,0,LMP1
215,860,995,0,LMP1
194,1222,474,0,LM_GTE_Pro
199,1266,497,1,LM_GTE_Pro
190,1222,562,0,LM_GTE_Pro
207,919,496,0,LMP2
207,930,535,0,LMP2
191,1278,500,1,LM_GTE_Pro
219,863,1123,0,LMP1
200,964,490,0,LMP2
206,939,543,0,LMP2
201,990,507,0,LMP2
218,896,1059,0,LMP1
199,1228,532,1,LM_GTE_Pro
220,911,1071,0,LMP1
209,958,541,0,LMP2
217,917,1237,0,LMP1
214,939,505,0,LMP2
212,903,503,0,LMP2
211,939,549,0,LMP2
215,894,1197,0,LMP1
207,933,514,0,LMP2
218,944,1076,0,LMP1
207,936,521,0,LMP2
217,937,1068,0,LMP1
213,967,531,0,LMP2
213,923,551,0,LMP2
194,1214,473,1,LM_GTE_Pro
197,1245,484,0,LM_GTE_Pro
215,900,1123,0,LMP1
208,963,548,0,LMP2
204,993,508,0,LMP2
191,1249,473,0,LM_GTE_Pro
200,984,566,0,LMP2
219,877,1132,0,LMP1
211,948,504,0,LMP2
195,1204,488,0,LM_GTE_Pro
213,985,535,0,LMP2
194,1207,547,0,LM_GTE_Pro
216,871,1144,0,LMP1
196,1229,510,0,LM_GTE_Pro
215,898,1039,0,LMP1
213,993,533,0,LMP2
195,1214,472,1,LM_GTE_Pro
220,890,1223,0,LMP1
197,1262,460,0,LM_GTE_Pro
218,884,1213,0,LMP1
197,1256,504,1,LM_GTE_Pro
199,1251,507,1,LM_GTE_Pro
206,907,513,0,LMP2
204,907,494,0,LMP2
198,1200,554,1,LM_GTE_Pro
196,1217,485,1,LM_GTE_Pro
214,986,507,0,LMP2
192,1204,451,1,LM_GTE_Pro
213,920,507,0,LMP2
217,901,1019,0,LMP1
201,972,558,0,LMP2
205,998,558,0,LMP2
215,913,1219,0,LMP1
201,914,501,0,LMP2
194,1259,535,0,LM_GTE_Pro
214,935,489,0,LMP2
191,1204,462,0,LM_GTE_Pro
209,926,558,0,LMP2
202,995,489,0,LMP2
215,882,1181,0,LMP1
219,949,1042,0,LMP1
215,914,1169,0,LMP1
208,944,540,0,LMP2
193,1202,531,1,LM_GTE_Pro
194,1252,514,0,LM_GTE_Pro
216,949,1180,0,LMP1
190,1253,492,1,LM_GTE_Pro
213,944,507,0,LMP2
218,929,994,0,LMP1
205,916,567,0,LMP2
199,1262,503,1,LM_GTE_Pro
210,906,524,0,LMP2
200,982,503,0,LMP2
205,985,497,0,LMP2
209,902,546,0,LMP2
217,906,1146,0,LMP1
201,993,506,0,LMP2
191,1229,547,1,LM_GTE_Pro
204,970,555,0,LMP2
196,1207,492,1,LM_GTE_Pro
199,1215,506,1,LM_GTE_Pro
204,918,561,0,LMP2
194,1218,450,0,LM_GTE_Pro
213,995,520,0,LMP2
205,968,551,0,LMP2
201,906,525,0,LMP2
191,1272,535,0,LM_GTE_Pro
216,900,1126,0,LMP1
216,950,1168,0,LMP1
217,860,1050,0,LMP1
201,915,511,0,LMP2
216,892,1163,0,LMP1
205,902,494,0,LMP2
192,1214,527,1,LM_GTE_Pro
190,1229,473,0,LM_GTE_Pro
218,932,1133,0,LMP1
190,1261,551,0,LM_GTE_Pro
216,950,1105,0,LMP1
217,912,1180,0,LMP1
210,935,538,0,LMP2
211,997,529,0,LMP2
211,953,528,0,LMP2
192,1252,500,0,LM_GTE_Pro
190,1222,540,1,LM_GTE_Pro
209,986,534,0,LMP2
191,1234,461,0,LM_GTE_Pro
217,942,1076,0,LMP1
201,908,544,0,LMP2
207,920,551,0,LMP2
210,997,492,0,LMP2
192,1211,555,1,LM_GTE_Pro
198,1275,503,0,LM_GTE_Pro
201,953,531,0,LMP2
209,908,506,0,LMP2
219,948,1050,0,LMP1
208,989,519,0,LMP2
207,927,508,0,LMP2
199,1256,510,1,LM_GTE_Pro
207,957,537,0,LMP2
204,996,508,0,LMP2
212,915,542,0,LMP2
207,993,557,0,LMP2
215,878,1216,0,LMP1
196,1249,520,0,LM_GTE_Pro
196,1267,490,0,LM_GTE_Pro
208,953,560,0,LMP2
211,977,534,0,LMP2
215,924,1234,0,LMP1
198,1229,558,1,LM_GTE_Pro
193,1225,455,0,LM_GTE_Pro
193,1245,562,1,LM_GTE_Pro
208,940,503,0,LMP2
194,1239,465,0,LM_GTE_Pro
190,1215,497,0,LM_GTE_Pro
213,928,539,0,LMP2
206,904,529,0,LMP2
197,1279,463,0,LM_GTE_Pro
208,988,523,0,LMP2
203,957,552,0,LMP2
198,1260,469,1,LM_GTE_Pro
196,1252,526,0,LM_GTE_Pro
220,939,1236,0,LMP1
202,974,545,0,LMP2
215,913,1068,0,LMP1
206,960,522,0,LMP2
200,952,482,0,LMP2
211,936,541,0,LMP2
197,1211,461,0,LM_GTE_Pro
220,917,1138,0,LMP1
215,918,1032,0,LMP1
192,1238,470,0,LM_GTE_Pro
209,906,502,0,LMP2
206,904,484,0,LMP2
219,880,1165,0,LMP1
201,979,561,0,LMP2
206,926,504,0,LMP2
199,1265,463,1,LM_GTE_Pro
214,917,490,0,LMP2
205,949,525,0,LMP2
213,944,497,0,LMP2
204,952,539,0,LMP2
209,900,539,0,LMP2
196,1249,543,1,LM_GTE_Pro
205,995,519,0,LMP2
201,947,535,0,LMP2
197,1277,532,1,LM_GTE_Pro
193,1228,457,0,LM_GTE_Pro
219,940,1234,0,LMP1
212,954,528,0,LMP2
201,928,505,0,LMP2
212,991,555,0,LMP2
220,899,1066,0,LMP1
216,901,1247,0,LMP1
220,940,1152,0,LMP1
210,969,524,0,LMP2
219,945,1160,0,LMP1
201,905,499,0,LMP2
213,981,508,0,LMP2
205,996,504,0,LMP2
215,922,1242,0,LMP1
198,1202,471,1,LM_GTE_Pro
216,939,991,0,LMP1
200,961,498,0,LMP2
193,1265,560,1,LM_GTE_Pro
206,937,480,0,LMP2
202,924,480,0,LMP2
196,1248,527,0,LM_GTE_Pro
220,918,1172,0,LMP1
201,974,497,0,LMP2
215,905,1132,0,LMP1
208,949,555,0,LMP2
203,975,488,0,LMP2
202,906,497,0,LMP2
197,1225,544,0,LM_GTE_Pro
193,1266,488,0,LM_GTE_Pro
219,873,1118,0,LMP1
207,999,516,0,LMP2
192,1210,543,0,LM_GTE_Pro
203,963,494,0,LMP2
191,1265,499,0,LM_GTE_Pro
211,929,531,0,LMP2
216,858,1189,0,LMP1
215,906,1160,0,LMP1
201,962,568,0,LMP2
211,989,518,0,LMP2
217,946,1095,0,LMP1
192,1214,459,0,LM_GTE_Pro
193,1270,482,1,LM_GTE_Pro
200,995,525,0,LMP2
210,942,547,0,LMP2
202,955,488,0,LMP2
204,900,538,0,LMP2
216,877,1224,0,LMP1
206,921,487,0,LMP2
202,956,520,0,LMP2
197,1215,550,1,LM_GTE_Pro
210,973,523,0,LMP2
206,985,529,0,LMP2
198,1230,558,0,LM_GTE_Pro
208,930,486,0,LMP2
198,1224,563,0,LM_GTE_Pro
207,935,500,0,LMP2
201,937,566,0,LMP2
196,1247,466,0,LM_GTE_Pro
190,1223,466,1,LM_GTE_Pro
198,1226,455,1,LM_GTE_Pro
208,974,510,0,LMP2
219,889,1247,0,LMP1
205,900,506,0,LMP2
215,871,1131,0,LMP1
220,948,1161,0,LMP1
212,992,489,0,LMP2
209,957,514,0,LMP2
207,961,552,0,LMP2
206,919,540,0,LMP2
192,1254,469,1,LM_GTE_Pro
210,935,566,0,LMP2
191,1245,545,0,LM_GTE_Pro
207,927,497,0,LMP2
194,1271,526,0,LM_GTE_Pro
210,984,495,0,LMP2
206,905,556,0,LMP2
209,969,492,0,LMP2
213,987,540,0,LMP2
206,973,482,0,LMP2
207,924,496,0,LMP2
198,1225,491,1,LM_GTE_Pro
194,1235,532,1,LM_GTE_Pro
215,877,1133,0,LMP1
194,1261,556,1,LM_GTE_Pro
203,933,522,0,LMP2
219,904,1024,0,LMP1
211,916,534,0,LMP2
213,955,509,0,LMP2
200,918,558,0,LMP2
207,953,533,0,LMP2
206,925,549,0,LMP2
205,976,518,0,LMP2
199,1222,530,0,LM_GTE_Pro
208,905,528,0,LMP2
219,925,1029,0,LMP1
197,1259,503,1,LM_GTE_Pro
216,891,1223,0,LMP1
218,926,1202,0,LMP1
207,961,496,0,LMP2
193,1262,465,1,LM_GTE_Pro
201,969,490,0,LMP2
208,969,501,0,LMP2
207,963,563,0,LMP2
194,1205,478,1,LM_GTE_Pro
201,956,570,0,LMP2
214,952,496,0,LMP2
202,964,480,0,LMP2
195,1233,517,0,LM_GTE_Pro
220,902,1239,0,LMP1
193,1209,521,0,LM_GTE_Pro
213,969,546,0,LMP2
197,1220,458,1,LM_GTE_Pro
217,916,1042,0,LMP1
216,938,1053,0,LMP1
207,911,542,0,LMP2
191,1230,488,0,LM_GTE_Pro
220,868,1074,0,LMP1
210,935,518,0,LMP2
195,1273,489,1,LM_GTE_Pro
211,986,512,0,LMP2
198,1273,518,0,LM_GTE_Pro
195,1229,470,0,LM_GTE_Pro
218,870,1134,0,LMP1
195,1253,532,0,LM_GTE_Pro
193,1262,524,0,LM_GTE_Pro
192,1248,522,1,LM_GTE_Pro
204,974,563,0,LMP2
213,984,513,0,LMP2
193,1251,553,0,LM_GTE_Pro
215,942,1219,0,LMP1
211,992,541,0,LMP2
210,996,535,0,LMP2
190,1209,563,0,LM_GTE_Pro
220,858,1119,0,LMP1
215,907,1025,0,LMP1
205,914,515,0,LMP2
195,1280,558,1,LM_GTE_Pro
206,974,529,0,LMP2
214,964,569,0,LMP2
204,979,554,0,LMP2
191,1224,553,0,LM_GTE_Pro
194,1259,452,1,LM_GTE_Pro
210,900,548,0,LMP2
196,1222,453,1,LM_GTE_Am
191,1248,475,0,LM_GTE_Pro
202,963,487,0,LMP2
205,938,494,0,LMP2
218,908,1219,0,LMP1
208,928,513,0,LMP2
215,923,1183,0,LMP1
207,932,495,0,LMP2
212,944,524,0,LMP2
218,871,1090,0,LMP1
212,912,486,0,LMP2
213,979,563,0,LMP2
215,920,1184,0,LMP1
211,916,558,0,LMP2
219,937,990,0,LMP1
215,883,1157,0,LMP1
218,932,1005,0,LMP1
219,908,1006,0,LMP1
191,1259,518,1,LM_GTE_Pro
191,1230,507,1,LM_GTE_Pro
216,893,1192,0,LMP1
210,979,520,0,LMP2
195,1221,451,0,LM_GTE_Pro
218,857,1068,0,LMP1
192,1253,543,1,LM_GTE_Pro
220,861,1224,0,LMP1
192,1253,548,0,LM_GTE_Pro
220,906,1045,0,LMP1
202,933,541,0,LMP2
217,902,1099,0,LMP1
200,945,496,0,LMP2
193,1207,496,0,LM_GTE_Pro
202,964,560,0,LMP2
201,918,542,0,LMP2
211,913,502,0,LMP2
205,948,516,0,LMP2
190,1245,493,0,LM_GTE_Pro
212,988,499,0,LMP2
219,864,1150,0,LMP1
196,1207,492,1,LM_GTE_Pro
218,925,1150,0,LMP1
219,852,1217,0,LMP1
192,1260,514,1,LM_GTE_Pro
213,974,542,0,LMP2
203,984,505,0,LMP2
198,1261,517,0,LM_GTE_Pro
207,937,534,0,LMP2
202,903,480,0,LMP2
208,967,555,0,LMP2
192,1205,473,0,LM_GTE_Pro
210,942,513,0,LMP2
198,1253,483,1,LM_GTE_Am
206,929,528,0,LMP2
213,964,511,0,LMP2
205,955,557,0,LMP2
219,925,1143,0,LMP1
205,965,527,0,LMP2
197,1200,471,1,LM_GTE_Am
193,1276,460,0,LM_GTE_Pro
190,1237,490,1,LM_GTE_Pro
211,917,520,0,LMP2
217,946,1104,0,LMP1
191,1261,503,1,LM_GTE_Pro
212,917,491,0,LMP2
195,1279,524,0,LM_GTE_Pro
203,904,556,0,LMP2
209,918,517,0,LMP2
215,935,984,0,LMP1
214,969,562,0,LMP2
190,1213,545,1,LM_GTE_Pro
220,909,1002,0,LMP1
195,1238,484,0,LM_GTE_Pro
193,1229,464,1,LM_GTE_Pro
200,955,496,0,LMP2
205,976,490,0,LMP2
209,996,485,0,LMP2
209,943,531,0,LMP2
194,1235,481,1,LM_GTE_Pro
201,980,507,0,LMP2
195,1252,462,0,LM_GTE_Pro
195,1247,546,1,LM_GTE_Pro
219,931,1037,0,LMP1
214,999,522,0,LMP2
197,1211,515,0,LM_GTE_Pro
193,1233,466,0,LM_GTE_Pro
191,1223,517,0,LM_GTE_Pro
194,1259,526,1,LM_GTE_Pro
214,945,500,0,LMP2
190,1210,521,1,LM_GTE_Pro
197,1261,521,1,LM_GTE_Pro
202,900,498,0,LMP2
209,956,506,0,LMP2
207,981,500,0,LMP2
193,1218,538,0,LM_GTE_Pro
210,970,508,0,LMP2
213,966,555,0,LMP2
203,970,554,0,LMP2
193,1241,486,1,LM_GTE_Pro
202,913,505,0,LMP2
198,1249,521,0,LM_GTE_Pro
199,1244,553,0,LM_GTE_Pro
216,884,1007,0,LMP1
194,1241,477,0,LM_GTE_Pro
211,959,481,0,LMP2
212,973,544,0,LMP2
197,1221,489,0,LM_GTE_Pro
203,900,483,0,LMP2
218,910,1196,0,LMP1
199,1270,522,1,LM_GTE_Pro
210,952,569,0,LMP2
198,1274,561,1,LM_GTE_Pro
203,919,524,0,LMP2
209,947,556,0,LMP2
216,896,1128,0,LMP1
206,936,555,0,LMP2
219,896,1197,0,LMP1
200,993,548,0,LMP2
209,973,540,0,LMP2
192,1234,550,1,LM_GTE_Pro
191,1235,534,1,LM_GTE_Pro
208,982,538,0,LMP2
208,957,512,0,LMP2
211,970,514,0,LMP2
217,900,1078,0,LMP1
195,1231,557,0,LM_GTE_Pro
192,1261,497,0,LM_GTE_Pro
215,906,1013,0,LMP1
220,856,1074,0,LMP1
194,1212,552,1,LM_GTE_Pro
191,1202,468,1,LM_GTE_Pro
210,974,562,0,LMP2
200,969,525,0,LMP2
197,1226,516,0,LM_GTE_Pro
200,912,502,0,LMP2
195,1278,471,0,LM_GTE_Pro
199,1227,453,0,LM_GTE_Pro
207,950,509,0,LMP2
193,1274,456,1,LM_GTE_Pro
190,1224,456,0,LM_GTE_Pro
197,1258,450,0,LM_GTE_Pro
193,1256,526,0,LM_GTE_Pro
218,852,1131,0,LMP1
215,861,993,0,LMP1
207,949,566,0,LMP2
211,945,559,0,LMP2
202,938,496,0,LMP2
206,940,543,0,LMP2
204,963,540,0,LMP2
190,1215,520,1,LM_GTE_Pro
210,912,521,0,LMP2
220,884,1021,0,LMP1
216,865,1199,0,LMP1
198,1247,478,0,LM_GTE_Pro
208,955,517,0,LMP2
202,982,537,0,LMP2
216,871,1002,0,LMP1
208,941,492,0,LMP2
215,946,1178,0,LMP1
216,916,1155,0,LMP1
200,954,508,0,LMP2
216,945,1043,0,LMP1
216,861,1018,0,LMP1
194,1256,558,1,LM_GTE_Pro
199,1280,467,1,LM_GTE_Pro
210,973,546,0,LMP2
213,948,559,0,LMP2
211,940,535,0,LMP2
210,901,544,0,LMP2
208,989,511,0,LMP2
194,1246,521,0,LM_GTE_Pro
216,852,1242,0,LMP1
201,992,513,0,LMP2
206,944,564,0,LMP2
201,960,570,0,LMP2
199,1231,563,1,LM_GTE_Pro
219,948,1039,0,LMP1
205,905,494,0,LMP2
213,903,528,0,LMP2
213,936,562,0,LMP2
206,981,561,0,LMP2
198,1241,491,0,LM_GTE_Pro
220,911,1178,0,LMP1
219,886,1245,0,LMP1
191,1280,553,1,LM_GTE_Pro
218,903,1005,0,LMP1
210,971,524,0,LMP2
216,905,1118,0,LMP1
195,1209,481,1,LM_GTE_Pro
212,919,551,0,LMP2
192,1250,452,1,LM_GTE_Pro
191,1255,509,1,LM_GTE_Pro
193,1265,501,1,LM_GTE_Pro
202,969,526,0,LMP2
214,902,539,0,LMP2
210,901,553,0,LMP2
201,967,504,0,LMP2
200,903,516,0,LMP2
209,955,559,0,LMP2
214,976,519,0,LMP2
190,1248,451,0,LM_GTE_Pro
201,934,482,0,LMP2
205,982,517,0,LMP2
190,1208,477,0,LM_GTE_Pro
202,967,496,0,LMP2
216,919,1188,0,LMP1
220,932,1079,0,LMP1
194,1226,533,1,LM_GTE_Am
197,1276,522,1,LM_GTE_Pro
205,923,568,0,LMP2
214,968,498,0,LMP2
210,999,509,0,LMP2
218,928,1245,0,LMP1
220,861,1043,0,LMP1
204,939,507,0,LMP2
202,910,564,0,LMP2
215,938,1050,0,LMP1
193,1227,545,1,LM_GTE_Pro
211,966,494,0,LMP2
218,943,1117,0,LMP1
220,894,1168,0,LMP1
219,917,1194,0,LMP1
215,888,1224,0,LMP1
217,920,1044,0,LMP1
204,913,510,0,LMP2
196,1279,493,0,LM_GTE_Pro
195,1204,494,0,LM_GTE_Pro
215,922,1221,0,LMP1
200,940,570,0,LMP2
215,923,1045,0,LMP1
202,901,488,0,LMP2
198,1246,543,0,LM_GTE_Pro
208,933,481,0,LMP2
197,1221,470,0,LM_GTE_Pro
197,1276,485,0,LM_GTE_Pro
210,994,549,0,LMP2
195,1235,500,0,LM_GTE_Pro
217,949,1022,0,LMP1
219,948,1006,0,LMP1
197,1245,525,0,LM_GTE_Pro
202,965,546,0,LMP2
206,923,484,0,LMP2
205,946,509,0,LMP2
198,1216,543,1,LM_GTE_Pro
215,866,1032,0,LMP1
195,1214,502,0,LM_GTE_Pro
214,935,557,0,LMP2
193,1205,480,0,LM_GTE_Pro
192,1270,472,1,LM_GTE_Pro
219,888,1137,0,LMP1
191,1262,558,1,LM_GTE_Pro
202,906,548,0,LMP2
205,921,551,0,LMP2
219,875,1013,0,LMP1
220,865,1088,0,LMP1
220,864,1238,0,LMP1
214,927,488,0,LMP2
198,1230,522,1,LM_GTE_Pro
214,904,483,0,LMP2
190,1271,488,1,LM_GTE_Pro
207,985,511,0,LMP2
210,927,542,0,LMP2
193,1213,500,0,LM_GTE_Pro
196,1267,521,0,LM_GTE_Pro
198,1221,500,1,LM_GTE_Pro
215,926,1154,0,LMP1
194,1278,467,1,LM_GTE_Pro
203,911,550,0,LMP2
200,994,505,0,LMP2
191,1209,453,1,LM_GTE_Pro
199,1214,545,0,LM_GTE_Pro
194,1248,516,0,LM_GTE_Pro
202,923,555,0,LMP2
204,967,481,0,LMP2
206,957,504,0,LMP2
202,989,497,0,LMP2
205,996,550,0,LMP2
201,973,568,0,LMP2
190,1248,512,1,LM_GTE_Pro
204,921,508,0,LMP2
207,930,524,0,LMP2
220,923,995,0,LMP1
197,1270,455,1,LM_GTE_Pro
214,912,548,0,LMP2
213,929,501,0,LMP2
206,927,493,0,LMP2
209,996,554,0,LMP2
196,1225,549,0,LM_GTE_Pro
206,962,538,0,LMP2
205,900,551,0,LMP2
214,981,507,0,LMP2
219,888,987,0,LMP1
202,992,552,0,LMP2
216,865,1145,0,LMP1
197,1242,451,1,LM_GTE_Pro
196,1242,493,1,LM_GTE_Pro
199,1264,481,0,LM_GTE_Pro
204,909,529,0,LMP2
208,969,545,0,LMP2
